"snag_spcd_group","snag_slope","snag_dbh","rodne_uid","rodne_pid","site_name","uid","trid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen"
"Pacific madrone","Other","Medium","M0A0775","MA","Emigrant Creek","MEM7511",751,1,1,55,"Hardwood","M","stem","3",NA,"NO","ARME",33.5,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1111147.75,"Mid Slope",NA,2012,6,529,736,207,1108,13.1889763779528,1.55717615467975,0.948745152874208,99,316,246,"Douglas-fir - Dry,Cool,Mid Slope",-122.5464056,42.0905744,0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1989,1995,1989,1995
"Pacific madrone","Other","Medium","A120036","A12","Ashland","AW73_005_06",5,6,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",20,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,7.8740157480315,0.682203662226427,0.338158218890339,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,0.0497322111706197,0.0831666666666667,-103.21069954703,-51.6053497735151,-21.4181553194097,-69.5809042847784,-34.7904521423892,-14.4393422559575,1960,1977,1960,1977
"Pacific madrone","Other","Medium","B030062","B03","Big Butte","BB03_051_02",51,2,1,NA,"Hardwood","B","density","0.1",NA,"NO","ARME",20,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1187062.75,"Mid Slope",NA,2012,6,566,781,214,693,7.8740157480315,0.682203662226427,0.338158218890339,328,336,207,"Douglas-fir - Dry,Warm,Mid Slope",-122.68467677,42.55834966,0.0497322111706197,0.0831666666666667,-74.647978679063,-37.3239893395315,-15.4908551985894,-52.2281151708951,-26.1140575854476,-10.8383131562879,1975,1986,1975,1986
"Pacific madrone","Other","Medium","S030122","S03","Star Gulch","ST03_091_02",91,2,1,NA,"Hardwood","S","density","0.1",NA,"NO","ARME",23.1,"0","CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1442915,"Mid Slope",NA,2014,6,536,722,186,1128,9.09448818897638,0.85910297158336,0.451111517955185,429,273,146,"Douglas-fir - Dry,Warm,Mid Slope",-123.11455529,42.1441014,0.0497322111706197,0.0831666666666667,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005
"Pacific madrone","Other","Medium","G080044","G08","Grayback Creek","GB08_023_04",23,4,1,NA,"Hardwood","G","density","0.1",NA,"NO","ARME",34.566883,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365764.25,"Mid Slope",NA,2014,6,562,766,204,740,13.6090090551181,1.63727791931553,1.01013727056021,158,402,338,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.4507647,42.14583106,0.0497322111706197,0.0831666666666667,-103.21069954703,-51.6053497735151,-21.4181553194097,-69.5809042847784,-34.7904521423892,-14.4393422559575,1962,1979,1962,1979
"Pacific madrone","Other","Medium","B0A1045","BA","Big Butte","MBB8651",865,1,0,50,"Hardwood","B","stem","3",NA,"NO","ARME",31.8,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1127968.5,"Mid Slope",NA,2012,6,566,783,217,708,12.5196850393701,1.43268081527461,0.854897793176666,119,218,149,"Douglas-fir - Dry,Cool,Mid Slope",-122.6824745,42.55903036,0.0497322111706197,0.0831666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2012,2012
"Pacific madrone","Other","Medium","A440014","A44","Ashland","AW24_004_03",4,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",22.5,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1266438.5,"Bottom Slope",NA,2011,6,586,804,218,1236,8.85826771653543,0.823679168340479,0.427981495783085,227,326,234,"White fir - Intermediate,Warm,Bottom Slope",-122.71355818,42.12156888,0.0497322111706197,0.0831666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011
"Pacific madrone","Other","Medium","E100026","E10","Elder Creek","ED10_012_01",12,1,0,90,"Hardwood","E","density","0.1",NA,"NO","ARME",22.9,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1403170.375,"Mid Slope",NA,2011,6,615,835,220,930,9.01574803149606,0.84723292550222,0.443333878920707,174,280,196,"Douglas-fir - Dry,Warm,Mid Slope",-123.56854014,42.05811344,0.0497322111706197,0.0831666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011
"Pacific madrone","Other","Medium","A0A0277","AA","Ashland","MPM12480",1248,1,0,45,"Hardwood","A","stem","3",NA,"NO","ARME",25.88,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1961,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,10.1889763779528,1.0304072093272,0.566224295405864,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7238864,42.14343378,0.0497322111706197,0.0831666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1961,1961
"Pacific madrone","Other","Medium","M0A0778","MA","Emigrant Creek","MEM7541",754,1,0,NA,"Hardwood","M","stem","3",NA,"NO","ARME",50,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1111147.75,"Mid Slope",NA,2012,6,529,736,207,1108,19.6850393700787,2.95541219033627,2.11348886806462,99,316,246,"Douglas-fir - Dry,Cool,Mid Slope",-122.5464193,42.09061494,0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1989,1995,1989,1995
"Pacific madrone","Other","Medium","A030013","A03","Ashland","AW27_002_03",2,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",38,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1377170.5,"Bottom Slope",NA,2011,6,517,645,128,998,14.9606299212598,1.90510890919008,1.22075117019412,328,260,149,"Douglas-fir - Dry,Warm,Bottom Slope",-122.72518208,42.16986597,0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1988,1994,1988,1994
"Pacific madrone","Other","Medium","A0A0971","AA","Ashland","MPM18750",1875,1,0,80,"Hardwood","A","stem","3",NA,"NO","ARME",42.7,"0","RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,16.8110236220472,2.2958877638827,1.54140124730142,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7254615,42.14251786,0.0497322111706197,0.0831666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011
"Pacific madrone","Other","Medium","M0A0903","MA","Emigrant Creek","MEM8741",874,1,0,37,"Hardwood","M","stem","3",NA,"NO","ARME",25,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1111147.75,"Mid Slope",NA,2012,6,529,736,207,1108,9.84251968503937,0.974922441185839,0.528372217016155,99,316,246,"Douglas-fir - Dry,Cool,Mid Slope",-122.5454939,42.09058989,0.0497322111706197,0.0831666666666667,-74.647978679063,-37.3239893395315,-15.4908551985894,-52.2281151708951,-26.1140575854476,-10.8383131562879,1975,1986,1975,1986
"Pacific madrone","Other","Medium","V040015","V04","Evans Creek","EV04_010_01",10,1,0,NA,"Hardwood","V","density","0.1",NA,"NO","ARME",20,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"ABCO/BENE2/ACTR","Douglas-fir - Dry","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",914412.1875,"Mid Slope",NA,2012,6,517,661,144,887,7.8740157480315,0.682203662226427,0.338158218890339,150,274,205,"Douglas-fir - Dry,Cool,Mid Slope",-122.97324818,42.6486577,0.0497322111706197,0.0831666666666667,-103.21069954703,-51.6053497735151,-21.4181553194097,-69.5809042847784,-34.7904521423892,-14.4393422559575,1960,1977,1960,1977
"Pacific madrone","Other","Medium","R050069","R05","Briggs Secret","BS05_045_01",45,1,0,35,"Hardwood","R","density","0.1",NA,"NO","ARME",28.7,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",888113.125,"Mid Slope",NA,2014,6,583,771,187,790,11.2992125984252,1.2158418505663,0.696343858294459,89,343,319,"Tan oak - Douglas-fir - Dry,Cool,Mid Slope",-123.67782687,42.43600707,0.0497322111706197,0.0831666666666667,-103.21069954703,-51.6053497735151,-21.4181553194097,-69.5809042847784,-34.7904521423892,-14.4393422559575,1962,1979,1962,1979
"Pacific madrone","Other","Medium","C0A0130","CA","Trail Creek","MTL1521",152,1,0,NA,"Hardwood","C","stem","3",NA,"NO","ARME",40,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1185811.25,"Mid Slope",NA,2012,6,551,744,192,668,15.748031496063,2.06805478514132,1.35263287556136,78,298,246,"Douglas-fir - Dry,Warm,Mid Slope",-122.8498363,42.70210627,0.0497322111706197,0.0831666666666667,-74.647978679063,-37.3239893395315,-15.4908551985894,-52.2281151708951,-26.1140575854476,-10.8383131562879,1975,1986,1975,1986
"Pacific madrone","Other","Medium","G050016","G05","Grayback Creek","GB05_007_01",7,1,1,120,"Hardwood","G","density","0.1",NA,"NO","ARME",25.6,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1351937.625,"Mid Slope",NA,2014,6,567,804,236,627,10.0787401574803,1.012628154098,0.554038425829932,69,463,466,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45793745,42.14233661,0.0497322111706197,0.0831666666666667,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010
"Pacific madrone","Other","Medium","A260023","A26","Ashland","AW10_023_02",23,1,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",27,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME/BENE2/POMU","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",693275.1875,"Bottom Slope",NA,2011,6,547,694,148,1051,10.6299212598425,1.10267639076786,0.616293353927643,89,161,112,"Douglas-fir - Dry,Cool,Bottom Slope",-122.71313694,42.14116494,0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1988,1994,1988,1994
"Pacific madrone","Other","Medium","V040035","V04","Evans Creek","EV04_032_01",32,1,0,40,"Hardwood","V","density","0.1",NA,"NO","ARME",22,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"ABCO/BENE2/ACTR","Douglas-fir - Dry","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",914412.1875,"Mid Slope",NA,2012,6,517,661,144,887,8.66141732283465,0.794588623424356,0.40917144485731,150,274,205,"Douglas-fir - Dry,Cool,Mid Slope",-122.97324818,42.6486577,0.0497322111706197,0.0831666666666667,-103.21069954703,-51.6053497735151,-21.4181553194097,-69.5809042847784,-34.7904521423892,-14.4393422559575,1960,1977,1960,1977
"Pacific madrone","Other","Medium","A090010","A09","Ashland","AW21_008_01",8,1,0,75,"Hardwood","A","density","0.1",NA,"NO","ARME",25.8,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"ABCO-PSME/ROGY","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",1007686.938,"Bottom Slope",NA,2011,6,571,821,250,946,10.1574803149606,1.0253156420459,0.562729092055413,101,216,152,"White fir - Intermediate,Cool,Bottom Slope",-122.71158292,42.16080867,0.0497322111706197,0.0831666666666667,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007
"Pacific madrone","Other","Medium","B0A1139","BA","Big Butte","MBB9592",958,2,1,NA,"Hardwood","B","stem","3",NA,"NO","ARME",21.5,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1127968.5,"Mid Slope",NA,2012,6,566,783,217,708,8.46456692913386,0.765892098894723,0.390784091705148,119,218,149,"Douglas-fir - Dry,Cool,Mid Slope",-122.6824431,42.55969697,0.0497322111706197,0.0831666666666667,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008
"Pacific madrone","Other","Medium","V040041","V04","Evans Creek","EV04_039_01",39,1,0,52,"Hardwood","V","density","0.1",NA,"NO","ARME",30,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"ABCO/BENE2/ACTR","Douglas-fir - Dry","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",914412.1875,"Mid Slope",NA,2012,6,517,661,144,887,11.8110236220472,1.30514889783034,0.760855992503263,150,274,205,"Douglas-fir - Dry,Cool,Mid Slope",-122.97324818,42.6486577,0.0497322111706197,0.0831666666666667,-103.21069954703,-51.6053497735151,-21.4181553194097,-69.5809042847784,-34.7904521423892,-14.4393422559575,1960,1977,1960,1977
"Pacific madrone","Other","Medium","R080012","R08","Briggs Secret","BS08_006_02",6,1,1,90,"Hardwood","R","density","0.1",NA,"NO","ARME",21.2,"0","CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/BENE2","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Cool",913718.9375,"Bottom Slope",NA,2011,6,586,786,200,902,8.34645669291339,0.748864823474676,0.379954574745185,81,324,281,"Tan oak - Douglas-fir - Dry,Cool,Bottom Slope",-123.67645172,42.43472971,0.0497322111706197,0.0831666666666667,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002
"Pacific madrone","Other","Medium","S010136","S01","Star Gulch","ST01_034_03",34,3,1,NA,"Hardwood","S","density","0.1",NA,"NO","ARME",31.6,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-QUCH2/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1401615.875,"Mid Slope",NA,2014,6,530,723,193,974,12.4409448818898,1.41829112599552,0.844178177637843,109,117,72,"Douglas-fir - Dry,Warm,Mid Slope",-123.10878881,42.14265002,0.0497322111706197,0.0831666666666667,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010
"Pacific madrone","Other","Medium","M0A0901","MA","Emigrant Creek","MEM8721",872,1,0,42,"Hardwood","M","stem","3",NA,"NO","ARME",25,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1111147.75,"Mid Slope",NA,2012,6,529,736,207,1108,9.84251968503937,0.974922441185839,0.528372217016155,99,316,246,"Douglas-fir - Dry,Cool,Mid Slope",-122.5455472,42.09057602,0.0497322111706197,0.0831666666666667,-74.647978679063,-37.3239893395315,-15.4908551985894,-52.2281151708951,-26.1140575854476,-10.8383131562879,1975,1986,1975,1986
"Pacific madrone","Other","Medium","A030090","A03","Ashland","AW27_073_01",73,1,0,45,"Hardwood","A","density","0.1",NA,"NO","ARME",25,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1377170.5,"Bottom Slope",NA,2011,6,517,645,128,998,9.84251968503937,0.974922441185839,0.528372217016155,328,260,149,"Douglas-fir - Dry,Warm,Bottom Slope",-122.72518208,42.16986597,0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1988,1994,1988,1994
"Pacific madrone","Other","Medium","A0A0115","AA","Ashland","MPM11001",1100,1,1,70,"Hardwood","A","stem","3",NA,"NO","ARME",35,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1380267.375,"Mid Slope",NA,2011,6,524,660,136,1139,13.7795275590551,1.67022478629745,1.03560954535166,202,267,179,"Douglas-fir - Dry,Warm,Mid Slope",-122.7251127,42.14329157,0.0497322111706197,0.0831666666666667,-74.647978679063,-37.3239893395315,-15.4908551985894,-52.2281151708951,-26.1140575854476,-10.8383131562879,1974,1985,1974,1985
"Pacific madrone","Other","Medium","V040040","V04","Evans Creek","EV04_038_01",38,1,0,50,"Hardwood","V","density","0.1",NA,"NO","ARME",22.5,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"ABCO/BENE2/ACTR","Douglas-fir - Dry","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",914412.1875,"Mid Slope",NA,2012,6,517,661,144,887,8.85826771653543,0.823679168340479,0.427981495783085,150,274,205,"Douglas-fir - Dry,Cool,Mid Slope",-122.97324818,42.6486577,0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1989,1995,1989,1995
"Pacific madrone","Other","Medium","A230028","A23","Ashland","AW01_018_03",18,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",30,"0","DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1406568,"Mid Slope",NA,2011,6,522,655,133,1161,11.8110236220472,1.30514889783034,0.760855992503263,336,371,259,"Douglas-fir - Dry,Warm,Mid Slope",-122.72528953,42.1433497,0.0497322111706197,0.0831666666666667,-103.21069954703,-51.6053497735151,-21.4181553194097,-69.5809042847784,-34.7904521423892,-14.4393422559575,1959,1976,1959,1976
"Pacific madrone","Other","Medium","B0A1046","BA","Big Butte","MBB8661",866,1,0,40,"Hardwood","B","stem","3",NA,"NO","ARME",25.7,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1127968.5,"Mid Slope",NA,2012,6,566,783,217,708,10.1181102362205,1.01896449291362,0.5583753049872,119,218,149,"Douglas-fir - Dry,Cool,Mid Slope",-122.6825119,42.55907645,0.0497322111706197,0.0831666666666667,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008
"Pacific madrone","Other","Medium","G040036","G04","Grayback Creek","GB04_014_01",14,1,1,52,"Hardwood","G","density","0.1",NA,"NO","ARME",20,"0","OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1377836.875,"Mid Slope",NA,2014,6,567,776,210,768,7.8740157480315,0.682203662226427,0.338158218890339,158,488,397,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45195001,42.14631724,0.0497322111706197,0.0831666666666667,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010
"Pacific madrone","Other","Medium","A120119","A12","Ashland","AW73_075_01",75,1,1,75,"Hardwood","A","density","0.1",NA,"NO","ARME",38.646493,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1964,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,15.2151547244094,1.95723150094824,1.26264172103451,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,0.0497322111706197,0.0831666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1964,1964
"Pacific madrone","Other","Medium","B0A1076","BA","Big Butte","MBB8941",894,1,0,NA,"Hardwood","B","stem","3",NA,"NO","ARME",50,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1127968.5,"Mid Slope",NA,2012,6,566,783,217,708,19.6850393700787,2.95541219033627,2.11348886806462,119,218,149,"Douglas-fir - Dry,Cool,Mid Slope",-122.6823703,42.55915767,0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1989,1995,1989,1995
"Pacific madrone","Other","Medium","M0A0177","MA","Emigrant Creek","MEM181",18,1,0,50,"Hardwood","M","stem","3",NA,"NO","ARME",25.4,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1111147.75,"Mid Slope",NA,2012,6,529,736,207,1108,10,1,0.545415391248228,99,316,246,"Douglas-fir - Dry,Cool,Mid Slope",-122.5461912,42.09029411,0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1989,1995,1989,1995
"Pacific madrone","Other","Medium","A030067","A03","Ashland","AW27_054_03",54,2,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",20.5,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1377170.5,"Bottom Slope",NA,2011,6,517,645,128,998,8.07086614173228,0.709695793509139,0.355277478721663,328,260,149,"Douglas-fir - Dry,Warm,Bottom Slope",-122.72518208,42.16986597,0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1988,1994,1988,1994
"Pacific madrone","Other","Medium","A120101","A12","Ashland","AW73_067_03",67,3,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",20.514893,"0","CUT STUMP",2,NA,NA,NA,NA,NA,1999,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,8.07672952755905,0.710520909826282,0.355793875742898,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,0.0497322111706197,0.0831666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1999,1999
"Pacific madrone","Other","Medium","C0A0580","CA","Trail Creek","MTL6121",612,1,0,NA,"Hardwood","C","stem","3",NA,"NO","ARME",35,"0","BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1185811.25,"Mid Slope",NA,2012,6,551,744,192,668,13.7795275590551,1.67022478629745,1.03560954535166,78,298,246,"Douglas-fir - Dry,Warm,Mid Slope",-122.8515318,42.70266095,0.0497322111706197,0.0831666666666667,-74.647978679063,-37.3239893395315,-15.4908551985894,-52.2281151708951,-26.1140575854476,-10.8383131562879,1975,1986,1975,1986
"Pacific madrone","Other","Medium","A090029","A09","Ashland","AW21_028_02",28,1,1,50,"Hardwood","A","density","0.1",NA,"NO","ARME",23.7,"0","CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"ABCO-PSME/ROGY","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",1007686.938,"Bottom Slope",NA,2011,6,571,821,250,946,9.33070866141732,0.89508320243514,0.474850224921286,101,216,152,"White fir - Intermediate,Cool,Bottom Slope",-122.71158292,42.16080867,0.0497322111706197,0.0831666666666667,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002
"Pacific madrone","Other","Medium","A030095","A03","Ashland","AW27_074_06",74,5,1,NA,"Hardwood","A","density","0.1",NA,"NO","ARME",25,"0","BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1377170.5,"Bottom Slope",NA,2011,6,517,645,128,998,9.84251968503937,0.974922441185839,0.528372217016155,328,260,149,"Douglas-fir - Dry,Warm,Bottom Slope",-122.72518208,42.16986597,0.0497322111706197,0.0831666666666667,-46.0852578110958,-23.0426289055479,-9.56355507776901,-34.8753260570119,-17.4376630285059,-7.23728405661826,1988,1994,1988,1994
