"rodne_uid","rodne_pid","site_name","uid","trid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year"
"L070005","L07","Elliot Ridge","ET07_038_01",38,1,0,NA,"Conifer","L","density",0.1,"L0705","YES","PSME",84.2,1,"LIVE",1,1925,2014,1919,3,90,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1407186.25,"Ridge Top",95,2014,4,583,828,245,1465,33.1496062992126,6.80401715307197,5.99355008743426,121,202,134,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02179997,42.0142688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
"L070003","L07","Elliot Ridge","ET07_005_01",5,1,0,NA,"Conifer","L","density",0.1,"L0703","YES","CADE",48.3,2,"LIVE",1,1925,2013,1919,1.8,NA,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1407186.25,"Ridge Top",95,2014,7,583,828,245,1465,19.0157480314961,2.79628519044678,1.97221481816771,121,202,134,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02179997,42.0142688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
"L070001","L07","Elliot Ridge","ET07_001_01",1,1,0,NA,"Conifer","L","density",0.1,"L0701","YES","PIPO",14.6,3,"LIVE",1,1943,1988,1942,0.3,47,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1407186.25,"Ridge Top",72,2014,1,583,828,245,1465,5.74803149606299,0.412316412659158,0.180204514846662,121,202,134,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02179997,42.0142688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
"L070002","L07","Elliot Ridge","ET07_002_01",2,1,0,NA,"Conifer","L","density",0.1,"L0702","YES","PIPO",40.6,2,"LIVE",1,1942,2014,NA,NA,74,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1407186.25,"Ridge Top",NA,2014,1,583,828,245,1465,15.9842519685039,2.1179110055301,1.3935162042252,121,202,134,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02179997,42.0142688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014
"L080003","L08","Elliot Ridge","ET08_004_01",4,1,0,NA,"Conifer","L","density",0.1,"L0803","YES","PIPO",41.6,3,"LIVE",1,1773,2010,NA,NA,239,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1531068.5,"Ridge Top",NA,2011,1,572,812,240,1480,16.3779527559055,2.20199020307689,1.46300771820716,36,158,136,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02649312,42.01404462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L080005","L08","Elliot Ridge","ET08_006_01",6,1,0,NA,"Conifer","L","density",0.1,"L0805","YES","PIPO",34.6,3,"LIVE",1,1740,1860,1739,0.4,239,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1531068.5,"Ridge Top",272,2011,1,572,812,240,1480,13.6220472440945,1.63978840613478,1.0120737333169,36,158,136,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02649312,42.01404462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L080004","L08","Elliot Ridge","ET08_005_01",5,1,0,NA,"Conifer","L","density",0.1,"L0804","YES","PIPO",101.7,2,"LIVE",1,1729,2011,NA,NA,274,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1531068.5,"Ridge Top",NA,2011,1,572,812,240,1480,40.0393700787402,9.20406290288129,8.74383315144675,36,158,136,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02649312,42.01404462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L080001","L08","Elliot Ridge","ET08_002_01",2,1,0,NA,"Conifer","L","density",0.1,"L0801","YES","PIPO",110,1,"LIVE",1,1775,2011,NA,NA,233,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1531068.5,"Ridge Top",NA,2011,1,572,812,240,1480,43.3070866141732,10.4350455624349,10.2292861214328,36,158,136,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02649312,42.01404462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L080002","L08","Elliot Ridge","ET08_003_01",3,1,0,NA,"Conifer","L","density",0.1,"L0802","YES","PIPO",40.5,3,"LIVE",1,1753,2010,1751,0.4,259,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1531068.5,"Ridge Top",260,2011,1,572,812,240,1480,15.9448818897638,2.10957072757041,1.3866600463372,36,158,136,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02649312,42.01404462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L080007","L08","Elliot Ridge","ET08_001_01",1,1,0,NA,"Conifer","L","density",0.1,"L0807","YES","PIPO",24.4,1,"LIVE",1,1966,2011,1965,0.3,45,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1531068.5,"Ridge Top",46,2011,1,572,812,240,1480,9.60629921259842,0.937755835879853,0.503314692996381,36,158,136,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02649312,42.01404462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L080006","L08","Elliot Ridge","ET08_007_01",7,1,0,NA,"Conifer","L","density",0.1,"L0806","YES","PIPO",68.7,2,"LIVE",1,1745,2010,NA,NA,266,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1531068.5,"Ridge Top",NA,2011,1,572,812,240,1480,27.0472440944882,4.91356643836771,3.99000491028636,36,158,136,"Ponderosa pine - Dry,Warm,Ridge Top",-123.02649312,42.01404462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L090004","L09","Elliot Ridge","ET09_023_01",23,1,0,NA,"Conifer","L","density",0.1,"L0904","YES","PSME",67.7,1,"LIVE",1,1922,2011,1918,1.5,92,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1510807.75,"Mid Slope",93,2011,4,576,819,243,1477,26.6535433070866,4.79963181339915,3.87469295764476,85,144,109,"Ponderosa pine - Dry,Warm,Mid Slope",-123.02852274,42.01424447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L090006","L09","Elliot Ridge","ET09_034_01",34,1,0,NA,"Conifer","L","density",0.1,"L0906","YES","PSME",37.1,3,"LIVE",1,1948,2011,1948,0,63,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1510807.75,"Mid Slope",63,2011,4,576,819,243,1477,14.6062992125984,1.83342989639146,1.16361088515713,85,144,109,"Ponderosa pine - Dry,Warm,Mid Slope",-123.02852274,42.01424447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L090007","L09","Elliot Ridge","ET09_037_01",37,1,0,NA,"Conifer","L","density",0.1,"L0907","YES","PSME",121,1,"LIVE",1,1867,2011,NA,NA,NA,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1510807.75,"Mid Slope",NA,2011,4,576,819,243,1477,47.6377952755905,12.1540955405683,12.3774362069336,85,144,109,"Ponderosa pine - Dry,Warm,Mid Slope",-123.02852274,42.01424447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L090001","L09","Elliot Ridge","ET09_001_01",1,1,0,NA,"Conifer","L","density",0.1,"L0901","YES","PIPO",36.1,3,"LIVE",1,1944,2011,NA,NA,70,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1510807.75,"Mid Slope",NA,2011,1,576,819,243,1477,14.2125984251969,1.75500184132085,1.1017279311002,85,144,109,"Ponderosa pine - Dry,Warm,Mid Slope",-123.02852274,42.01424447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L090005","L09","Elliot Ridge","ET09_031_01",31,1,0,NA,"Conifer","L","density",0.1,"L0905","YES","PIPO",10.5,4,"LIVE",1,1916,1987,1914,0.5,74,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1510807.75,"Mid Slope",97,2011,1,576,819,243,1477,4.13385826771654,0.243315027210971,0.0932048590816497,85,144,109,"Ponderosa pine - Dry,Warm,Mid Slope",-123.02852274,42.01424447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L090003","L09","Elliot Ridge","ET09_012_01",12,1,0,NA,"Conifer","L","density",0.1,"L0903","YES","PIPO",37.9,2,"LIVE",1,1919,2011,NA,NA,95,NA,"PIPO-PSME","Ponderosa pine - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1510807.75,"Mid Slope",NA,2011,1,576,819,243,1477,14.9212598425197,1.89709373298956,1.21433461799068,85,144,109,"Ponderosa pine - Dry,Warm,Mid Slope",-123.02852274,42.01424447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L100011","L10","Elliot Ridge","ET10_040_01",40,1,0,NA,"Conifer","L","density",0.1,"L1011","YES","PILA",60.5,2,"LIVE",1,1892,1988,NA,NA,NA,NA,"PIPO-PSME","Douglas-fir - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1525619.875,"Ridge Top",NA,2011,2,570,809,239,1458,23.8188976377953,4.00935630351737,3.09435905173341,89,154,107,"Douglas-fir - Dry,Warm,Ridge Top",-123.03113634,42.0139141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L100001","L10","Elliot Ridge","ET10_001_01",1,1,0,NA,"Conifer","L","density",0.1,"L1001","YES","PIPO",37.9,3,"LIVE",1,1795,2005,NA,NA,215,NA,"PIPO-PSME","Douglas-fir - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1525619.875,"Ridge Top",NA,2011,1,570,809,239,1458,14.9212598425197,1.89709373298956,1.21433461799068,89,154,107,"Douglas-fir - Dry,Warm,Ridge Top",-123.03113634,42.0139141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L100005","L10","Elliot Ridge","ET10_009_01",9,1,0,NA,"Conifer","L","density",0.1,"L1005","YES","PIPO",69,2,"LIVE",1,1728,2008,1725,0.9,283,NA,"PIPO-PSME","Douglas-fir - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1525619.875,"Ridge Top",286,2011,1,570,809,239,1458,27.1653543307087,4.94794198200301,4.02492820034226,89,154,107,"Douglas-fir - Dry,Warm,Ridge Top",-123.03113634,42.0139141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L100002","L10","Elliot Ridge","ET10_002_01",2,1,0,NA,"Conifer","L","density",0.1,"L1002","YES","PSME",14.9,3,"LIVE",1,1992,2011,NA,NA,26,NA,"PIPO-PSME","Douglas-fir - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1525619.875,"Ridge Top",NA,2011,4,570,809,239,1458,5.86614173228346,0.425955355407758,0.18768626543961,89,154,107,"Douglas-fir - Dry,Warm,Ridge Top",-123.03113634,42.0139141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L100003","L10","Elliot Ridge","ET10_007_01",7,1,0,NA,"Conifer","L","density",0.1,"L1003","YES","PIPO",53.6,2,"LIVE",1,1807,2011,1774,3.3,201,NA,"PIPO-PSME","Douglas-fir - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1525619.875,"Ridge Top",237,2011,1,570,809,239,1458,21.1023622047244,3.30316080741398,2.42878759135797,89,154,107,"Douglas-fir - Dry,Warm,Ridge Top",-123.03113634,42.0139141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L100006","L10","Elliot Ridge","ET10_012_01",12,1,0,NA,"Conifer","L","density",0.1,"L1006","YES","PILA",37.9,3,"LIVE",1,1896,2010,1895,0.5,118,NA,"PIPO-PSME","Douglas-fir - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1525619.875,"Ridge Top",116,2011,2,570,809,239,1458,14.9212598425197,1.89709373298956,1.21433461799068,89,154,107,"Douglas-fir - Dry,Warm,Ridge Top",-123.03113634,42.0139141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"L100004","L10","Elliot Ridge","ET10_008_01",8,1,0,NA,"Conifer","L","density",0.1,"L1004","YES","PILA",62.2,2,"LIVE",1,1838,2011,1835,0.6,172,NA,"PIPO-PSME","Douglas-fir - Dry","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic","Warm",1525619.875,"Ridge Top",176,2011,2,570,809,239,1458,24.488188976378,4.19112553159247,3.27070010892925,89,154,107,"Douglas-fir - Dry,Warm,Ridge Top",-123.03113634,42.0139141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011
"M010010","M01","Emigrant Creek","EM01_056_01",56,1,0,NA,"Conifer","M","density",0.1,"M0110","YES","PIPO",59.4,2,"LIVE",1,1882,2010,1879,0.9,128,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1258743.625,"Mid Slope",133,2012,1,534,746,212,1176,23.3858267716535,3.89335823135204,2.98285983300979,174,471,374,"Douglas-fir - Dry,Warm,Mid Slope",-122.54769514,42.08817197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M010002","M01","Emigrant Creek","EM01_003_01",3,1,0,NA,"Conifer","M","density",0.1,"M0102","YES","PSME",76.7,2,"LIVE",1,1876,2012,1874,0.6,140,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1258743.625,"Mid Slope",138,2012,4,534,746,212,1176,30.1968503937008,5.86055351116205,4.97336901081947,174,471,374,"Douglas-fir - Dry,Warm,Mid Slope",-122.54769514,42.08817197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M010005","M01","Emigrant Creek","EM01_010_01",10,1,0,NA,"Conifer","M","density",0.1,"M0105","YES","PSME",31.8,3,"LIVE",1,1895,2011,1892,0.6,115,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1258743.625,"Mid Slope",120,2012,4,534,746,212,1176,12.5196850393701,1.43268081527461,0.854897793176666,174,471,374,"Douglas-fir - Dry,Warm,Mid Slope",-122.54769514,42.08817197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M010008","M01","Emigrant Creek","EM01_052_01",52,1,0,NA,"Conifer","M","density",0.1,"M0108","YES","PIPO",48.4,3,"LIVE",1,1892,2012,1890,0.8,118,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1258743.625,"Mid Slope",122,2012,1,534,746,212,1176,19.0551181102362,2.80555399884243,1.98038979310938,174,471,374,"Douglas-fir - Dry,Warm,Mid Slope",-122.54769514,42.08817197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M010003","M01","Emigrant Creek","EM01_004_01",4,1,0,NA,"Conifer","M","density",0.1,"M0103","YES","PSME",20.6,4,"LIVE",1,1899,2012,1897,0.6,93,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1258743.625,"Mid Slope",115,2012,4,534,746,212,1176,8.11023622047244,0.715242983350084,0.358752054420761,174,471,374,"Douglas-fir - Dry,Warm,Mid Slope",-122.54769514,42.08817197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M010001","M01","Emigrant Creek","EM01_002_01",2,1,0,NA,"Conifer","M","density",0.1,"M0101","YES","PSME",35.8,4,"LIVE",1,1882,2012,1878,1.2,129,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1258743.625,"Mid Slope",134,2012,4,534,746,212,1176,14.0944881889764,1.73172487784236,1.08349274914654,174,471,374,"Douglas-fir - Dry,Warm,Mid Slope",-122.54769514,42.08817197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M010004","M01","Emigrant Creek","EM01_008_01",8,1,0,52,"Hardwood","M","density",0.1,"M0104","YES","QUKE",31,4,"LIVE",1,1839,1987,1838,0.2,132,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1258743.625,"Mid Slope",174,2012,3,534,746,212,1176,12.2047244094488,1.37544986030006,0.81242512088404,174,471,374,"Douglas-fir - Dry,Warm,Mid Slope",-122.54769514,42.08817197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M010007","M01","Emigrant Creek","EM01_045_01",45,1,0,NA,"Conifer","M","density",0.1,"M0107","YES","PSME",98.2,1,"LIVE",1,1898,2012,1890,3.2,106,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1258743.625,"Mid Slope",122,2012,4,534,746,212,1176,38.6614173228346,8.70250805359337,8.15235215683018,174,471,374,"Douglas-fir - Dry,Warm,Mid Slope",-122.54769514,42.08817197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M020006","M02","Emigrant Creek","EM02_062_01",62,1,0,NA,"Conifer","M","density",0.1,"M0206","YES","PIPO",51,2,"LIVE",1,1832,2012,1830,0.4,179,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1139934.875,"Ridge Top",182,2012,1,531,746,214,1147,20.0787401574803,3.05055131688818,2.19887381833443,174,446,335,"Douglas-fir - Dry,Warm,Ridge Top",-122.54743412,42.0897866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M020003","M02","Emigrant Creek","EM02_013_01",13,1,0,NA,"Conifer","M","density",0.1,"M0203","YES","PSME",27,3,"LIVE",1,1896,1950,1894,0.4,106,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1139934.875,"Ridge Top",118,2012,4,531,746,214,1147,10.6299212598425,1.10267639076786,0.616293353927643,174,446,335,"Douglas-fir - Dry,Warm,Ridge Top",-122.54743412,42.0897866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M020004","M02","Emigrant Creek","EM02_019_01",19,1,0,NA,"Conifer","M","density",0.1,"M0204","YES","ABCO",16.8,4,"LIVE",1,1920,2012,1914,0.9,86,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1139934.875,"Ridge Top",98,2012,5,531,746,214,1147,6.61417322834646,0.516132140427898,0.238604439249023,174,446,335,"Douglas-fir - Dry,Warm,Ridge Top",-122.54743412,42.0897866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M020002","M02","Emigrant Creek","EM02_006_01",6,1,0,NA,"Conifer","M","density",0.1,"M0202","YES","PSME",60.5,2,"LIVE",1,1890,2012,NA,NA,125,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1139934.875,"Ridge Top",NA,2012,4,531,746,214,1147,23.8188976377953,4.00935630351737,3.09435905173341,174,446,335,"Douglas-fir - Dry,Warm,Ridge Top",-122.54743412,42.0897866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M020001","M02","Emigrant Creek","EM02_005_01",5,1,0,NA,"Conifer","M","density",0.1,"M0201","YES","CADE",102,1,"LIVE",1,1761,2011,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1139934.875,"Ridge Top",NA,2012,7,531,746,214,1147,40.1574803149606,9.24754233599506,8.79549527333772,174,446,335,"Douglas-fir - Dry,Warm,Ridge Top",-122.54743412,42.0897866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M020005","M02","Emigrant Creek","EM02_050_01",50,1,0,NA,"Conifer","M","density",0.1,"M0205","YES","PSME",18,4,"LIVE",1,1915,1963,1914,0.3,78,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1139934.875,"Ridge Top",98,2012,4,531,746,214,1147,7.08661417322835,0.576370920806797,0.273908157301175,174,446,335,"Douglas-fir - Dry,Warm,Ridge Top",-122.54743412,42.0897866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M030003","M03","Emigrant Creek","EM03_012_01",12,1,0,NA,"Conifer","M","density",0.1,"M0303","YES","PSME",22.6,4,"LIVE",1,1898,1974,1896,0.4,95,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1231680.375,"Mid Slope",116,2012,4,530,736,206,1140,8.89763779527559,0.829544247504451,0.431794229701074,287,449,313,"Douglas-fir - Dry,Warm,Mid Slope",-122.54606074,42.08856586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M030008","M03","Emigrant Creek","EM03_028_01",28,1,1,68,"Hardwood","M","density",0.1,"M0308","YES","ARME",28.8,3,"LIVE",1,1908,2008,1906,0.6,93,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1231680.375,"Mid Slope",106,2012,6,530,736,206,1140,11.3385826771654,1.22262714492546,0.701204882691007,287,449,313,"Douglas-fir - Dry,Warm,Mid Slope",-122.54606074,42.08856586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M030002","M03","Emigrant Creek","EM03_005_01",5,1,0,NA,"Conifer","M","density",0.1,"M0302","YES","PSME",30.8,2,"LIVE",1,1902,2004,1896,1.8,103,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1231680.375,"Mid Slope",116,2012,4,530,736,206,1140,12.1259842519685,1.36127917225813,0.801976031920328,287,449,313,"Douglas-fir - Dry,Warm,Mid Slope",-122.54606074,42.08856586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M030004","M03","Emigrant Creek","EM03_017_01",17,1,0,NA,"Conifer","M","density",0.1,"M0304","YES","PSME",101.5,1,"LIVE",1,1822,2012,NA,NA,NA,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1231680.375,"Mid Slope",NA,2012,4,530,736,206,1140,39.9606299212598,9.17511932340451,8.70947627640749,287,449,313,"Douglas-fir - Dry,Warm,Mid Slope",-122.54606074,42.08856586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M030001","M03","Emigrant Creek","EM03_001_01",1,1,0,NA,"Conifer","M","density",0.1,"M0301","YES","PSME",40.5,2,"LIVE",1,1898,2012,1895,0.75,119,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1231680.375,"Mid Slope",117,2012,4,530,736,206,1140,15.9448818897638,2.10957072757041,1.3866600463372,287,449,313,"Douglas-fir - Dry,Warm,Mid Slope",-122.54606074,42.08856586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M030005","M03","Emigrant Creek","EM03_018_01",18,1,0,NA,"Conifer","M","density",0.1,"M0305","YES","CADE",65.9,2,"LIVE",1,1829,2008,1821,1.2,180,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1231680.375,"Mid Slope",191,2012,7,530,736,206,1140,25.9448818897638,4.59708693537978,3.67139223644788,287,449,313,"Douglas-fir - Dry,Warm,Mid Slope",-122.54606074,42.08856586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
"M030007","M03","Emigrant Creek","EM03_022_01",22,1,0,NA,"Conifer","M","density",0.1,"M0307","YES","PSME",10.5,4,"LIVE",1,1922,2009,1914,0.8,87,NA,"PSME-ABCO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1231680.375,"Mid Slope",98,2012,4,530,736,206,1140,4.13385826771654,0.243315027210971,0.0932048590816497,287,449,313,"Douglas-fir - Dry,Warm,Mid Slope",-122.54606074,42.08856586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012
