"rodne_uid","snag_spcd_group","snag_slope","snag_dbh","rodne_pid","site_name","uid","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","metlen_age","harvest_date","pvt","insol","tpi","year_sampled","true_age","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","rodne_age_low_pi","rodne_age_mode","rodne_age_stdev","rodne_age_upp_pi","model_pith","model_age","radius_cm"
"A560028","Grand/white fir","Other","Small","A56","Ashland","AW49_024_01","A","density","0.1",NA,"NO","ABCO",16.6,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",543,683,141,1559,6.53543307086614,0.506336219034102,0.232957196993555,162,376,332,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.110777777777778,-51.2116677357389,-25.6058338678695,-10.6273812554701,-30.7177411199091,-15.3588705599546,-6.374507228951,1985,1996,1985,1996,32.0501769961879,16.8472460494211,53.9343865634089,96.7365346475434,1979,17,8.3
"A560031","Western white pine","Other","Large","A56","Ashland","AW49_028_01","A","density","0.1",NA,"NO","PILA",56.2,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"2",543,683,141,1559,22.1259842519685,3.56323247899852,2.67013111218001,162,376,332,"White fir - Intermediate,Warm,Mid Slope",0.032406982787612,0.0131111111111111,-60.9896434072993,-30.4948217036496,-12.656494540837,-123.948494995089,-61.9742474975444,-25.721636701069,1981,1949,1981,1949,53.0483596950648,27.8978335715587,108.279127992473,161.486758005721,1921,28,28.1
"A560033","Grand/white fir","Other","Small","A56","Ashland","AW49_030_01","A","density","0.1",NA,"NO","ABCO",22.5,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",543,683,141,1559,8.85826771653543,0.823679168340479,0.427981495783085,162,376,332,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.110777777777778,-51.2116677357389,-25.6058338678695,-10.6273812554701,-30.7177411199091,-15.3588705599546,-6.374507228951,1985,1996,1985,1996,36.6210472032293,19.3168935973759,106.687992677772,110.978273935459,1977,19,11.25
"A560035","Grand/white fir","Other","Small","A56","Ashland","AW49_032_01","A","density","0.1",NA,"NO","ABCO",16,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",543,683,141,1559,6.2992125984252,0.477373191029495,0.216421260089817,162,376,332,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.110777777777778,-51.2116677357389,-25.6058338678695,-10.6273812554701,-30.7177411199091,-15.3588705599546,-6.374507228951,1985,1996,1985,1996,31.7170330781916,16.5841722334208,78.741999496619,96.0987617819081,1979,17,8
"A560039","Grand/white fir","Other","Small","A56","Ashland","AW49_036_01","A","density","0.1",NA,"NO","ABCO",15.7,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",543,683,141,1559,6.18110236220472,0.463132754750067,0.208381548435699,162,376,332,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.110777777777778,-84.9007985283492,-42.4503992641746,-17.6185075539915,-43.9129452966896,-21.9564726483448,-9.11275950095336,1969,1989,1969,1989,31.3681439139524,16.4600578781939,49.5020170823604,94.7560706433123,1973,16,7.85
"A560047","Douglas-fir (east OR)","Other","Medium","A56","Ashland","AW49_045_01","A","density","0.1",NA,"NO","PSME",50,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"4",543,683,141,1559,19.6850393700787,2.95541219033627,2.11348886806462,162,376,332,"White fir - Intermediate,Warm,Mid Slope",0.031562153163152,0.0351666666666667,-151.359249848681,-75.6796249243407,-31.4098822749592,-137.852078492659,-68.9260392463297,-28.6068909639921,1935,1942,1935,1942,49.0461225740873,25.9269260140399,44.974344719881,149.589648166772,1916,26,25
"A560051","Grand/white fir","Other","Medium","A56","Ashland","AW49_049_01","A","density","0.1",NA,"NO","ABCO",38.1,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",543,683,141,1559,15,1.91313675093869,1.22718463030851,162,376,332,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.0398333333333333,-51.2116677357389,-25.6058338678695,-10.6273812554701,-53.01354069741,-26.506770348705,-11.0013036794851,1985,1984,1985,1984,45.3454040936725,23.5862998025007,94.4220456124424,136.290232008934,1960,24,19.05
"A560053","Grand/white fir","Other","Medium","A56","Ashland","AW49_051_01","A","density","0.1",NA,"NO","ABCO",40.2,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",543,683,141,1559,15.8267716535433,2.08462402356432,1.36619302013886,162,376,332,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.0398333333333333,-51.2116677357389,-25.6058338678695,-10.6273812554701,-53.01354069741,-26.506770348705,-11.0013036794851,1985,1984,1985,1984,46.4506993998352,24.3628303455704,65.5407251091527,141.433063695463,1960,24,20.1
"A560054","Grand/white fir","Other","Medium","A56","Ashland","AW49_052_01","A","density","0.1",NA,"NO","ABCO",46.9,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",543,683,141,1559,18.4645669291339,2.66773447846167,1.85954049963345,162,376,332,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.0398333333333333,-51.2116677357389,-25.6058338678695,-10.6273812554701,-53.01354069741,-26.506770348705,-11.0013036794851,1985,1984,1985,1984,49.1469349088794,25.9641741898128,65.9789917337705,150.293392679299,1958,26,23.45
"A570014","Grand/white fir","Other","Medium","A57","Ashland","AW41_009_01","A","density","0.1",NA,"NO","ABCO",30,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",597,810,213,1726,11.8110236220472,1.30514889783034,0.760855992503263,89,170,126,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.0398333333333333,-118.589929320959,-59.2949646604797,-24.6096338525129,-123.995548205973,-61.9977741029864,-25.7314011245581,1952,1949,1952,1949,29.9695464828459,15.4178175013868,61.2417157163122,90.2149559260153,1934,15,15
"A570017","Grand/white fir","Other","Medium","A57","Ashland","AW41_014_01","A","density","0.1",NA,"NO","ABCO",57,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",597,810,213,1726,22.4409448818898,3.64473386871226,2.74669013293678,89,170,126,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.0398333333333333,-84.9007985283492,-42.4503992641746,-17.6185075539915,-88.5045444516914,-44.2522722258457,-18.3663524020216,1969,1967,1969,1967,39.6121974122158,19.7525788513137,65.9922424752744,116.734468140701,1947,20,28.5
"A570023","Grand/white fir","Other","Medium","A57","Ashland","AW41_020_01","A","density","0.1",NA,"NO","ABCO",37.9,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",597,810,213,1726,14.9212598425197,1.89709373298956,1.21433461799068,89,170,126,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.0398333333333333,-51.2116677357389,-25.6058338678695,-10.6273812554701,-53.01354069741,-26.506770348705,-11.0013036794851,1985,1984,1985,1984,33.5738661409806,16.8305177717662,68.0581557553211,99.1176495453391,1967,17,18.95
"A570024","Grand/white fir","Other","Large","A57","Ashland","AW41_021_01","A","density","0.1",NA,"NO","ABCO",79,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",597,810,213,1726,31.1023622047244,6.14425737547814,5.27611361023652,89,170,126,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.0202222222222222,-51.2116677357389,-25.6058338678695,-10.6273812554701,-86.7663891415017,-43.3831945707508,-18.0056525853719,1985,1968,1985,1968,44.6464544993905,22.7380582886155,66.86125481159,132.595100587552,1945,23,39.5
"A570025","Grand/white fir","Other","Large","A57","Ashland","AW41_022_01","A","density","0.1",NA,"NO","ABCO",85,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",597,810,213,1726,33.4645669291339,6.90774559451811,6.10798282870675,89,170,126,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.0202222222222222,-51.2116677357389,-25.6058338678695,-10.6273812554701,-86.7663891415017,-43.3831945707508,-18.0056525853719,1985,1968,1985,1968,46.9254636704201,23.7489488174525,99.1614895722857,139.244071999918,1944,24,42.5
"A570026","Grand/white fir","Other","Medium","A57","Ashland","AW41_023_01","A","density","0.1",NA,"NO","ABCO",60,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Mid Slope",2011,NA,"5",597,810,213,1726,23.6220472440945,3.95647161240847,3.04342397001305,89,170,126,"White fir - Intermediate,Warm,Mid Slope",0.0420079815164881,0.0398333333333333,-118.589929320959,-59.2949646604797,-24.6096338525129,-123.995548205973,-61.9977741029864,-25.7314011245581,1952,1949,1952,1949,40.328894640191,20.3309077480721,84.2165570171274,119.424116937007,1929,20,30
"A580009","Grand/white fir","Other","Medium","A58","Ashland","AW76_001_01","A","density","0.1",NA,"NO","ABCO",68.3,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,26.8897637795276,4.86787232843536,3.94367723429839,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-51.2116677357389,-25.6058338678695,-10.6273812554701,-53.01354069741,-26.506770348705,-11.0013036794851,1986,1985,1986,1985,134.406296927761,77.4001850973458,113.794572205705,435.623306242717,1908,77,34.15
"A580010","Grand/white fir","Other","Medium","A58","Ashland","AW76_003_01","A","density","0.1",NA,"NO","ABCO",48,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,18.8976377952756,2.76854784489,1.94779134080835,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-84.9007985283492,-42.4503992641746,-17.6185075539915,-88.5045444516914,-44.2522722258457,-18.3663524020216,1970,1968,1970,1968,116.222894006813,67.3369902470389,175.408203138063,378.343596797922,1901,67,24
"A580021","Grand/white fir","Other","Medium","A58","Ashland","AW76_016_01","A","density","0.1",NA,"NO","ABCO",42,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,16.5354330708661,2.23596457202641,1.4912777453064,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-84.9007985283492,-42.4503992641746,-17.6185075539915,-88.5045444516914,-44.2522722258457,-18.3663524020216,1970,1968,1970,1968,109.999176479843,63.7055628306006,205.739460875167,356.009583731114,1904,64,21
"A580025","Grand/white fir","Other","Large","A58","Ashland","AW76_020_01","A","density","0.1",NA,"NO","ABCO",92.6,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,36.4566929133858,7.92216041423779,7.24906392253031,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0202222222222222,-51.2116677357389,-25.6058338678695,-10.6273812554701,-86.7663891415017,-43.3831945707508,-18.0056525853719,1986,1969,1986,1969,153.162928819899,87.9904770640244,215.568813689261,497.523919855367,1881,88,46.3
"A580027","Grand/white fir","Other","Small","A58","Ashland","AW76_022_01","A","density","0.1",NA,"NO","ABCO",12.9,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,5.07874015748031,0.338228025179688,0.140682273013853,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.110777777777778,NA,NA,NA,NA,NA,NA,NA,NA,2012,2012,66.7655192023022,38.6212295049982,86.9707148358534,215.834941712678,1973,39,6.45
"A580029","Grand/white fir","Other","Large","A58","Ashland","AW76_025_01","A","density","0.1",NA,"NO","ABCO",78,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,30.7086614173228,6.02029008034815,5.14338650932206,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0202222222222222,-84.9007985283492,-42.4503992641746,-17.6185075539915,-156.010241339875,-78.0051206699374,-32.3750502137953,1970,1934,1970,1934,141.879883743955,80.7076041535246,224.049938390693,455.016781257112,1853,81,39
"A580033","Grand/white fir","Other","Medium","A58","Ashland","AW76_029_01","A","density","0.1",NA,"NO","ABCO",58.6,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,23.0708661417323,3.80980054011958,2.90305449335167,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-51.2116677357389,-25.6058338678695,-10.6273812554701,-53.01354069741,-26.506770348705,-11.0013036794851,1986,1985,1986,1985,127.025945176641,73.0309734539225,242.892432293804,407.788508993553,1912,73,29.3
"A580036","Grand/white fir","Other","Large","A58","Ashland","AW76_032_01","A","density","0.1",NA,"NO","ABCO",85,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,33.4645669291339,6.90774559451811,6.10798282870675,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0202222222222222,-51.2116677357389,-25.6058338678695,-10.6273812554701,-86.7663891415017,-43.3831945707508,-18.0056525853719,1986,1969,1986,1969,147.356980472265,85.1319354688612,214.361110638301,476.973263645342,1884,85,42.5
"A580037","Grand/white fir","Other","Medium","A58","Ashland","AW76_033_01","A","density","0.1",NA,"NO","ABCO",75,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,29.5275590551181,5.65410767550452,4.75534995314539,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-51.2116677357389,-25.6058338678695,-10.6273812554701,-53.01354069741,-26.506770348705,-11.0013036794851,1986,1985,1986,1985,140.467289905204,80.8583903564257,182.606053033612,452.828621079548,1904,81,37.5
"A580040","Grand/white fir","Other","Medium","A58","Ashland","AW76_036_01","A","density","0.1",NA,"NO","ABCO",48.1,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,18.9370078740157,2.77778210391331,1.95591559201719,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-51.2116677357389,-25.6058338678695,-10.6273812554701,-53.01354069741,-26.506770348705,-11.0013036794851,1986,1985,1986,1985,115.854598920078,66.5301648165163,206.795583056169,375.675135318462,1918,67,24.05
"A580047","Grand/white fir","Other","Large","A58","Ashland","AW76_044_01","A","density","0.1",NA,"NO","ABCO",84,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,33.0708661417323,6.77817708790153,5.96511098122558,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0202222222222222,-84.9007985283492,-42.4503992641746,-17.6185075539915,-156.010241339875,-78.0051206699374,-32.3750502137953,1970,1934,1970,1934,146.666542677875,84.1737751647939,277.639255722645,470.783475588006,1850,84,42
"A580049","Grand/white fir","Other","Medium","A58","Ashland","AW76_047_01","A","density","0.1",NA,"NO","ABCO",60,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,23.6220472440945,3.95647161240847,3.04342397001305,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-118.589929320959,-59.2949646604797,-24.6096338525129,-123.995548205973,-61.9977741029864,-25.7314011245581,1953,1950,1953,1950,127.152623740063,73.1048212273268,190.87036157048,410.786649603486,1877,73,30
"A580055","Grand/white fir","Other","Medium","A58","Ashland","AW76_054_01","A","density","0.1",NA,"NO","ABCO",44,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,17.3228346456693,2.40874228016998,1.63668577942924,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-84.9007985283492,-42.4503992641746,-17.6185075539915,-88.5045444516914,-44.2522722258457,-18.3663524020216,1970,1968,1970,1968,112.56340506307,65.3906140684034,201.698471557928,365.761974048518,1903,65,22
"A580058","Grand/white fir","Other","Medium","A58","Ashland","AW76_057_01","A","density","0.1",NA,"NO","ABCO",27.6,"0","OLDER DEAD","4",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,10.8661417322835,1.14214326909921,0.643988512054762,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008,92.3673367188666,52.9788077423813,145.428437575405,298.082237907445,1955,53,13.8
"A580061","Grand/white fir","Other","Medium","A58","Ashland","AW76_060_01","A","density","0.1",NA,"NO","ABCO",41.6,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,16.3779527559055,2.20199020307689,1.46300771820716,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-51.2116677357389,-25.6058338678695,-10.6273812554701,-53.01354069741,-26.506770348705,-11.0013036794851,1986,1985,1986,1985,108.769453534269,62.8019587906656,200.60366837802,354.358783247491,1922,63,20.8
"A580063","Grand/white fir","Other","Medium","A58","Ashland","AW76_062_01","A","density","0.1",NA,"NO","ABCO",53.7,"0","BROKEN TOPPED SNAG","6",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,21.1417322834646,3.31302650631503,2.4378586855797,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.0398333333333333,-51.2116677357389,-25.6058338678695,-10.6273812554701,-53.01354069741,-26.506770348705,-11.0013036794851,1986,1985,1986,1985,120.589762446642,70.0693669435572,227.736168749673,390.714366788747,1915,70,26.85
"A580071","Grand/white fir","Other","Small","A58","Ashland","AW76_070_01","A","density","0.1",NA,"NO","ABCO",19.1,"0","OLDER DEAD","4",NA,NA,NA,NA,NA,"White fir - Intermediate","Warm","Bottom Slope",2012,NA,"5",588,755,168,1551,7.51968503937008,0.633752143169747,0.308408749583462,186,292,195,"White fir - Intermediate,Warm,Bottom Slope",0.0420079815164881,0.110777777777778,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008,78.8013089838142,45.8903556679472,111.58817621288,258.536340164025,1962,46,9.55
"A590012","Grand/white fir","Ridgetop","Medium","A59","Ashland","AW18_008_01","A","density","0.1",NA,"NO","ABCO",63,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,24.8031496062992,4.27770599654062,3.35537492693939,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.0673333333333333,-118.589929320959,-59.2949646604797,-24.6096338525129,-81.3449865420428,-40.6724932710214,-16.8806098966403,1952,1970,1952,1970,75.362838519613,43.2760070962941,191.0301397923,243.293375804473,1927,43,31.5
"A590013","Douglas-fir (east OR)","Ridgetop","Medium","A59","Ashland","AW18_009_01","A","density","0.1",NA,"NO","PSME",60,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"4",565,756,192,1785,23.6220472440945,3.95647161240847,3.04342397001305,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.031562153163152,0.0597777777777778,-106.747012213497,-53.3735061067486,-22.152006502289,-65.2770132496103,-32.6385066248052,-13.5462041697551,1958,1978,1958,1978,71.9602536911407,40.4839554353607,107.245925205987,230.588974335813,1938,40,30
"A590015","Grand/white fir","Ridgetop","Medium","A59","Ashland","AW18_011_01","A","density","0.1",NA,"NO","ABCO",36.1,"0","OLDER DEAD","4",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,14.2125984251969,1.75500184132085,1.1017279311002,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.0673333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,59.8194241775731,34.5784297672703,117.192671878827,193.645621691811,1972,35,18.05
"A590016","Grand/white fir","Ridgetop","Medium","A59","Ashland","AW18_012_01","A","density","0.1",NA,"NO","ABCO",45,"0","OLDER DEAD","4",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,17.7165354330709,2.49692832188634,1.71192598313234,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.0673333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,65.5407699356426,37.8261252938276,96.3349938092558,213.03263007119,1969,38,22.5
"A590017","Grand/white fir","Ridgetop","Medium","A59","Ashland","AW18_013_01","A","density","0.1",NA,"NO","ABCO",60,"0","OLDER DEAD","4",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,23.6220472440945,3.95647161240847,3.04342397001305,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.0673333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,74.2013841547511,42.7036667369504,115.963191468125,238.558825960608,1964,43,30
"A590018","Grand/white fir","Ridgetop","Small","A59","Ashland","AW18_014_01","A","density","0.1",NA,"NO","ABCO",13.3,"0","RECENT DEAD","3",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,5.23622047244095,0.355163787710378,0.14954201834878,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.186944444444444,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,39.1681239444813,23.0419325875555,92.0819378781128,128.377890524799,1988,23,6.65
"A590019","Grand/white fir","Ridgetop","Small","A59","Ashland","AW18_018_01","A","density","0.1",NA,"NO","ABCO",24,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,9.44881889763779,0.9132801956714,0.486947835202088,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.186944444444444,-118.589929320959,-59.2949646604797,-24.6096338525129,-41.789236664027,-20.8946183320135,-8.67205014090477,1952,1990,1952,1990,51.0089772087725,29.1564602308838,73.9527219199546,163.598815336559,1961,29,12
"A590020","Grand/white fir","Ridgetop","Small","A59","Ashland","AW18_019_01","A","density","0.1",NA,"NO","ABCO",12,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,4.7244094488189,0.301270110735157,0.121736958800522,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.186944444444444,-118.589929320959,-59.2949646604797,-24.6096338525129,-41.789236664027,-20.8946183320135,-8.67205014090477,1952,1990,1952,1990,37.9042025884748,21.7557172871251,95.2723551969218,121.974723916737,1968,22,6
"A590021","Grand/white fir","Ridgetop","Small","A59","Ashland","AW18_020_01","A","density","0.1",NA,"NO","ABCO",23,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,9.05511811023622,0.853160207195707,0.447214244482473,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.186944444444444,-84.9007985283492,-42.4503992641746,-17.6185075539915,-33.7003367570609,-16.8501683785304,-6.99345174625272,1969,1994,1969,1994,49.5753390224277,28.4900925367256,119.271435725542,160.649326079833,1966,28,11.5
"A590024","Grand/white fir","Ridgetop","Medium","A59","Ashland","AW18_023_01","A","density","0.1",NA,"NO","ABCO",45,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,17.7165354330709,2.49692832188634,1.71192598313234,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.0673333333333333,-118.589929320959,-59.2949646604797,-24.6096338525129,-81.3449865420428,-40.6724932710214,-16.8806098966403,1952,1970,1952,1970,65.775891773692,37.7250689121681,116.31177989707,213.234162307332,1932,38,22.5
"A590025","Grand/white fir","Ridgetop","Medium","A59","Ashland","AW18_024_01","A","density","0.1",NA,"NO","ABCO",43,"0","BROKEN BUTT SNAG","7",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,16.9291338582677,2.3217506849083,1.56313636682059,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.0673333333333333,-84.9007985283492,-42.4503992641746,-17.6185075539915,-60.0708366757381,-30.035418337869,-12.4658249167431,1969,1981,1969,1981,64.2065322901329,37.3967984529848,66.1108998340607,208.519188773292,1944,37,21.5
"A590026","Grand/white fir","Ridgetop","Large","A59","Ashland","AW18_025_01","A","density","0.1",NA,"NO","ABCO",110,"0","DOWN DEAD","8",NA,NA,NA,NA,NA,"Shasta red fir - Moist","Warm","Ridge Top",2011,NA,"5",565,756,192,1785,43.3070866141732,10.4350455624349,10.2292861214328,65,133,98,"Shasta red fir - Moist,Warm,Ridge Top",0.0420079815164881,0.0336666666666667,-118.589929320959,-59.2949646604797,-24.6096338525129,-143.121683521837,-71.5608417609187,-29.7004328107407,1952,1939,1952,1939,95.1198180471769,55.3662077272999,157.375141086127,310.083747080173,1884,55,55
