"rodne_nid","rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","multi_add","ci_age_lower","predicted_age","ci_age_upper","pred_pith","diam_cm_1911","diam_cm_1850","live_in_1911","age_in_1911","live_in_1850","age_in_1850","ci_diam_lower","predicted_diam","ci_diam_upper"
404,"G02",45,"G020064_001_new","Grayback Creek","GB02_045_03_001_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",19.2566897655018,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365469.25,"Mid Slope",NA,2014,3,568,783,215,738,2.95275590551181,0.14202476352394,0.0475534995314539,57,317,297,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45257044,42.14538389,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1912,NA,80,98,106,1814,NA,NA,"Yes",97,"Yes",36,8.729353,27.7235470622224,32
405,"G02",45,"G020064_002_new","Grayback Creek","GB02_045_03_002_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",19.2566897655018,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365469.25,"Mid Slope",NA,2014,3,568,783,215,738,2.95275590551181,0.14202476352394,0.0475534995314539,57,317,297,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45257044,42.14538389,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1912,NA,80,98,106,1814,NA,NA,"Yes",97,"Yes",36,8.729353,27.7235470622224,32
406,"G02",50,"G020069_new","Grayback Creek","GB02_050_01_new","1_new",1,70,"Hardwood","G","density",0.1,NA,"NO","LIDE",25.2676419413054,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365469.25,"Mid Slope",NA,2014,3,568,783,215,738,8.85826771653543,0.823679168340479,0.427981495783085,57,317,297,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.45257044,42.14538389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,"No",80,101,170,1815,NA,NA,"Yes",96,"Yes",35,24.5956385001941,29.8988923752804,41.366233
407,"G03",10,"G030015_new","Grayback Creek","GB03_010_01_new","1_new",1,86,"Hardwood","G","density",0.1,NA,"NO","LIDE",19.3886595509547,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,9.52755905511811,0.92548767389328,0.495097448277345,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,"No",85,105,112,1810,NA,NA,"Yes",101,"Yes",40,8.729353,27.6015399251857,31.393853
408,"G03",12,"G030018_new","Grayback Creek","GB03_012_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","QUCH",36.00973680699,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,2.95275590551181,0.14202476352394,0.0475534995314539,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,"No",88,102,158,1808,NA,NA,"No",103,"Yes",42,0,0,0
409,"G03",14,"G030024_new","Grayback Creek","GB03_014_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",37.5110811640274,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,6,568,803,235,675,2.95275590551181,0.14202476352394,0.0475534995314539,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1891,"No",88,109,158,1782,NA,NA,"No",129,"Yes",68,0,0,0
410,"G03",15,"G030029_002_new","Grayback Creek","GB03_015_03_002_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",38.9821660517402,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,6,568,803,235,675,0.984251968503937,0.024488944517889,0.00528372217016155,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-103.21069954703,-51.6053497735151,-21.4181553194097,-48.4588358765988,-24.2294179382994,-10.0561170300937,1962,1990,1962,1990,1886,"No",88,109,158,1777,NA,NA,"No",134,"Yes",73,0,0,0
411,"G03",16,"G030030_new","Grayback Creek","GB03_016_01_new","1_new",1,159,"Hardwood","G","density",0.1,NA,"NO","ARME",58.7638151116103,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,6,568,803,235,675,12.0866141732283,1.35421448303038,0.796776849304889,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,"No",96,113,158,1797,NA,NA,"No",114,"Yes",53,0,0,0
412,"G03",19,"G030035_new","Grayback Creek","GB03_019_01_new","1_new",1,122,"Hardwood","G","density",0.1,NA,"NO","QUCH",21.4308085954961,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,20.4909665354331,3.15137373071122,2.29008856064808,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1902,NA,85,97,112,1805,NA,NA,"No",106,"Yes",45,0,0,0
413,"G03",19,"G030036_new","Grayback Creek","GB03_019_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","QUCH",21.4308085954961,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,4.76377952755905,0.305297076756247,0.123774362069336,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1902,NA,85,97,112,1805,NA,NA,"No",106,"Yes",45,0,0,0
414,"G03",19,"G030037_new","Grayback Creek","GB03_019_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","QUCH",21.4308085954961,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,2.95275590551181,0.14202476352394,0.0475534995314539,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1902,NA,85,97,112,1805,NA,NA,"No",106,"Yes",45,0,0,0
415,"G03",19,"G030038_new","Grayback Creek","GB03_019_04_new","4_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","QUCH",21.4308085954961,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,0.984251968503937,0.024488944517889,0.00528372217016155,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1902,NA,85,97,112,1805,NA,NA,"No",106,"Yes",45,0,0,0
416,"G03",20,"G030039_003_new","Grayback Creek","GB03_020_01_003_new","1_new",1,111,"Hardwood","G","density",0.1,NA,"NO","QUCH",42.5313265399289,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,6.29253477690287,0.476563744083053,0.215962645149386,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,"No",88,135,158,1775,NA,NA,"No",136,"Yes",75,0,0,0
417,"G03",30,"G030050_new","Grayback Creek","GB03_030_01_new","1_new",1,146,"Hardwood","G","density",0.1,NA,"NO","ARME",60.4287743025424,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,6,568,803,235,675,7.24409448818898,0.59700032866904,0.286217116468783,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891,"No",96,115,187,1776,NA,NA,"No",135,"Yes",74,0,0,0
418,"G03",34,"G030056_new","Grayback Creek","GB03_034_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","QUCH",41.8264548193285,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,5.03937007874016,0.334042715000915,0.138509606457483,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-37.5594948281219,-18.779747414061,-7.7942994038202,-24.3171420470254,-12.1585710235127,-5.04626291240292,1995,2002,1995,2002,1898,"No",88,135,158,1763,NA,NA,"No",148,"Yes",87,0,0,0
419,"G03",36,"G030064_new","Grayback Creek","GB03_036_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",23.1871085991628,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,5.82677165354331,0.421390555859686,0.18517544066435,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,"No",85,97,112,1813,NA,NA,"No",98,"Yes",37,0,0,0
420,"G03",43,"G030084_new","Grayback Creek","GB03_043_01_new","1_new",1,52,"Hardwood","G","density",0.1,NA,"NO","LIDE",11.805327934364,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,9.37007874015748,0.901133602993216,0.478865853770609,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906,NA,85,104,112,1802,NA,NA,"No",109,"Yes",48,0,0,0
421,"G03",43,"G030085_new","Grayback Creek","GB03_043_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",11.805327934364,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,2.95275590551181,0.14202476352394,0.0475534995314539,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1906,NA,85,104,112,1802,NA,NA,"No",109,"Yes",48,0,0,0
422,"G03",51,"G030102_new","Grayback Creek","GB03_051_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",27.1624605800637,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,0.984251968503937,0.024488944517889,0.00528372217016155,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,"No",88,98,112,1812,NA,NA,"No",99,"Yes",38,0,0,0
423,"G03",54,"G030106_new","Grayback Creek","GB03_054_01_new","1_new",1,53,"Hardwood","G","density",0.1,NA,"NO","LIDE",18.6668170362638,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,7.51968503937008,0.633752143169747,0.308408749583462,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,"No",85,105,112,1805,NA,NA,"No",106,"Yes",45,0,0,0
424,"G03",58,"G030116_001_new","Grayback Creek","GB03_058_03_001_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",13.9281233073279,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,0.984251968503937,0.024488944517889,0.00528372217016155,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1910,"No",85,104,112,1806,NA,NA,"No",105,"Yes",44,0,0,0
425,"G03",61,"G030121_new","Grayback Creek","GB03_061_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",68.4613280081427,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,6,568,803,235,675,4.33070866141732,0.262116493604645,0.102292861214328,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1910,"No",96,106,187,1804,NA,NA,"No",107,"Yes",46,0,0,0
426,"G03",64,"G030135_new","Grayback Creek","GB03_064_04_new","4_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",62.7003645289993,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,5.98425196850394,0.439760071045044,0.19532018723106,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,"No",96,106,187,1804,NA,NA,"No",107,"Yes",46,0,0,0
427,"G03",71,"G030152_006_new","Grayback Creek","GB03_071_02_006_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",22.0293312565721,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,0.984251968503937,0.024488944517889,0.00528372217016155,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,"No",85,97,112,1813,NA,NA,"No",98,"Yes",37,0,0,0
428,"G03",76,"G030170_new","Grayback Creek","GB03_076_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",28.4451312437943,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,6,568,803,235,675,2.95275590551181,0.14202476352394,0.0475534995314539,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.1467362321087,-19.0733681160544,-7.91616300571204,1977,1995,1977,1995,1891,"No",88,98,112,1793,NA,NA,"No",118,"Yes",57,0,0,0
429,"G03",77,"G030171_new","Grayback Creek","GB03_077_01_new","1_new",1,100,"Hardwood","G","density",0.1,NA,"NO","ARME",43.5254121454662,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,6,568,803,235,675,4.92125984251969,0.321604468383684,0.132093054254039,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891,"No",88,135,158,1756,NA,NA,"No",155,"Yes",94,0,0,0
430,"G03",78,"G030175_new","Grayback Creek","GB03_078_01_new","1_new",1,72,"Hardwood","G","density",0.1,NA,"NO","ARME",28.2602919369804,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,6,568,803,235,675,5.31496062992126,0.363747555160172,0.154073338481911,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1901,"No",88,98,112,1803,NA,NA,"No",108,"Yes",47,0,0,0
431,"G03",80,"G030179_new","Grayback Creek","GB03_080_01_new","1_new",1,112,"Hardwood","G","density",0.1,NA,"NO","QUCH",47.3207017645596,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,6.06299212598425,0.449054659141245,0.200494007980082,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,"No",93,112,158,1798,NA,NA,"No",113,"Yes",52,0,0,0
432,"G03",81,"G030183_new","Grayback Creek","GB03_081_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",31.936823453289,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,6,568,803,235,675,2.95275590551181,0.14202476352394,0.0475534995314539,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1891,"No",88,98,112,1793,NA,NA,"No",118,"Yes",57,0,0,0
433,"G03",83,"G030188_002_new","Grayback Creek","GB03_083_04_002_new","4_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",46.8816378728559,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,0.984251968503937,0.024488944517889,0.00528372217016155,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1906,"No",93,112,158,1794,NA,NA,"No",117,"Yes",56,0,0,0
434,"G03",85,"G030190_new","Grayback Creek","GB03_085_01_new","1_new",1,34,"Hardwood","G","density",0.1,NA,"NO","QUCH",14.5002977692383,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,5.98425196850394,0.439760071045044,0.19532018723106,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1901,NA,85,104,112,1797,NA,NA,"No",114,"Yes",53,0,0,0
435,"G03",85,"G030191_new","Grayback Creek","GB03_085_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","QUCH",14.5002977692383,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,0.984251968503937,0.024488944517889,0.00528372217016155,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2005,2005,2005,2005,1901,NA,85,104,112,1797,NA,NA,"No",114,"Yes",53,0,0,0
436,"G03",86,"G030192_003_new","Grayback Creek","GB03_086_01_003_new","1_new",1,48,"Hardwood","G","density",0.1,NA,"NO","QUCH",20.7433115254112,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,3,568,803,235,675,3.21247965879265,0.162534147716016,0.0562870077749366,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-77.6334105981085,-38.8167052990543,-16.1103882975633,-37.9063522548189,-18.9531761274095,-7.86627882331151,1975,1995,1975,1995,1891,"No",85,97,112,1794,NA,NA,"No",117,"Yes",56,0,0,0
437,"G03",87,"G030194_new","Grayback Creek","GB03_087_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",33.2184526888667,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1368490.75,"Ridge Top",NA,2014,6,568,803,235,675,2.95275590551181,0.14202476352394,0.0475534995314539,158,336,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45766626,42.14301422,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.1467362321087,-19.0733681160544,-7.91616300571204,1977,1995,1977,1995,1891,"No",88,98,112,1793,NA,NA,"No",118,"Yes",57,0,0,0
