"rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year"
"G07","11","G070032_new","Grayback Creek","GB07_011_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",31.2028184712183,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,4.92125984251969,0.321604468383684,0.132093054254039,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928
"G07","15","G070042_new","Grayback Creek","GB07_015_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",36.6613223374236,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,0.984251968503937,0.024488944517889,0.00528372217016155,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927
"G07","16","G070044_new","Grayback Creek","GB07_016_01_new","1_new",1,56,"Hardwood","G","density",0.1,NA,"NO","CHCH",10.8540040571323,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,7,558,772,214,714,6.45669291338583,0.496610857382383,0.227377586381864,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Western redcedar","Ridgetop","Small",0.0363667850030306,0.0767777777777778,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1924
"G07","21","G070055_new","Grayback Creek","GB07_021_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",11.9737030738021,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,5.19685039370079,0.350900787877182,0.147301720148632,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1926
"G07","26","G070077_new","Grayback Creek","GB07_026_01_new","1_new",1,113,"Hardwood","G","density",0.1,NA,"NO","LIDE",35.9714857619627,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,11.5748031496063,1.26363539464746,0.730726095200134,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917
"G07","3","G070013_new","Grayback Creek","GB07_003_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",42.6726846697278,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,3.93700787401575,0.225043282266502,0.0845395547225848,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1991,2000,1991,2000,1914
"G07","31","G070091_001_new","Grayback Creek","GB07_031_02_001_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",43.8513395995836,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,2.95275590551181,0.14202476352394,0.0475534995314539,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-37.5594948281219,-18.779747414061,-7.7942994038202,-24.3171420470254,-12.1585710235127,-5.04626291240292,1995,2002,1995,2002,1921
"G07","36","G070099_new","Grayback Creek","GB07_036_01_new","1_new",1,70,"Hardwood","G","density",0.1,NA,"NO","LIDE",26.6249449711734,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,6.45669291338583,0.496610857382383,0.227377586381864,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921
"G07","4","G070015_new","Grayback Creek","GB07_004_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",36.3773682985391,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,5.47244094488189,0.38114456725137,0.163338873679506,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1991,2000,1991,2000,1914
"G07","46","G070118_new","Grayback Creek","GB07_046_01_new","1_new",1,80,"Hardwood","G","density",0.1,NA,"NO","LIDE",32.0153465951173,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,5.59055118110236,0.39439137109016,0.17046555814262,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920
"G07","47","G070122_new","Grayback Creek","GB07_047_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",56.3935852183115,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,7.28346456692913,0.602200093840932,0.289336626038046,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1924
"G07","48","G070126_new","Grayback Creek","GB07_048_04_new","4_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",88.8408750678982,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,5.51181102362205,0.385541302725637,0.165697527256266,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.1467362321087,-19.0733681160544,-7.91616300571204,1977,1995,1977,1995,1914
"G07","56","G070138_new","Grayback Creek","GB07_056_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",38.7473834072645,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,4.37007874015748,0.26593948259393,0.104161185373697,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1991,2000,1991,2000,1919
"G07","57","G070140_new","Grayback Creek","GB07_057_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",19.3487804643471,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,6.69291338582677,0.525998284346066,0.24431931314827,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1991,2000,1991,2000,1914
"G07","58","G070142_011_new","Grayback Creek","GB07_058_02_011_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",69.4043634329161,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,0.984251968503937,0.024488944517889,0.00528372217016155,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926
"G07","66","G070160_new","Grayback Creek","GB07_066_01_new","1_new",1,88,"Hardwood","G","density",0.1,NA,"NO","LIDE",12.4245622190511,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,13.3858267716535,1.59452862707876,0.97727725259308,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916
"G07","67","G070165_new","Grayback Creek","GB07_067_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",37.7827685327457,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,4.48818897637795,0.27753247938981,0.109867605317471,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1991,2000,1991,2000,1914
"G07","69","G070168_new","Grayback Creek","GB07_069_01_new","1_new",1,152,"Hardwood","G","density",0.1,NA,"NO","ARME",60.7136042404851,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,9.88188976377953,0.981169428226074,0.532607648707756,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1923
"G08","19","G080036_new","Grayback Creek","GB08_019_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",29.3223700651187,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365764.25,"Mid Slope",NA,2014,3,562,766,204,740,0.984251968503937,0.024488944517889,0.00528372217016155,158,402,338,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.4507647,42.14583106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917
"G08","62","G080091_new","Grayback Creek","GB08_062_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",21.6377081166394,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365764.25,"Mid Slope",NA,2014,3,562,766,204,740,2.95275590551181,0.14202476352394,0.0475534995314539,158,402,338,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.4507647,42.14583106,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1914
"G08","64","G080097_new","Grayback Creek","GB08_064_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",46.9002098446995,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365764.25,"Mid Slope",NA,2014,3,562,766,204,740,9.25196850393701,0.883028321601197,0.466869690955474,158,402,338,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.4507647,42.14583106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916
"G08","8","G080018_new","Grayback Creek","GB08_008_01_new","1_new",1,88,"Hardwood","G","density",0.1,NA,"NO","LIDE",31.5869486652424,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365764.25,"Mid Slope",NA,2014,3,562,766,204,740,5.47244094488189,0.38114456725137,0.163338873679506,158,402,338,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.4507647,42.14583106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917
"G09","1","G090008_new","Grayback Creek","GB09_001_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",20.281684172268,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,5.74803149606299,0.412316412659158,0.180204514846662,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918
"G09","11","G090040_new","Grayback Creek","GB09_011_01_new","1_new",1,92,"Hardwood","G","density",0.1,NA,"NO","LIDE",34.6899315102712,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,8.97637795275591,0.841321153511681,0.439470421269885,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916
"G09","12","G090045_001_new","Grayback Creek","GB09_012_01_001_new","1_new",1,110,"Hardwood","G","density",0.1,NA,"NO","LIDE",37.0775713431997,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,9.36546751968504,0.900424159699855,0.478394649045704,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920
"G09","2","G090009_new","Grayback Creek","GB09_002_01_new","1_new",1,78,"Hardwood","G","density",0.1,NA,"NO","LIDE",31.2268454757678,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,6.33858267716535,0.482155866244433,0.219134979796412,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918
"G09","21","G090077_new","Grayback Creek","GB09_021_01_new","1_new",1,30,"Hardwood","G","density",0.1,NA,"NO","LIDE",14.4877258263928,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,4.01574803149606,0.232287761185964,0.0879549527333772,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919
"G09","23","G090089_new","Grayback Creek","GB09_023_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",69.9819108299041,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,6,582,823,241,667,2.95275590551181,0.14202476352394,0.0475534995314539,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1915
"G09","26","G090097_003_new","Grayback Creek","GB09_026_03_003_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",28.879770368781,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,0.984251968503937,0.024488944517889,0.00528372217016155,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1919
"G09","39","G090143_002_new","Grayback Creek","GB09_039_02_002_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","QUCH",48.0619625226249,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,2.95275590551181,0.14202476352394,0.0475534995314539,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919
"G09","42","G090155_new","Grayback Creek","GB09_042_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","CHCH",70.2784726053461,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,7,582,823,241,667,4.01574803149606,0.232287761185964,0.0879549527333772,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,"Western redcedar","Ridgetop","Small",0.0363667850030306,0.0767777777777778,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1919
"G09","57","G090197_new","Grayback Creek","GB09_057_01_new","1_new",1,114,"Hardwood","G","density",0.1,NA,"NO","LIDE",49.5293562228904,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,5.51181102362205,0.385541302725637,0.165697527256266,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916
"G09","65","G090222_new","Grayback Creek","GB09_065_01_new","1_new",1,40,"Hardwood","G","density",0.1,NA,"NO","LIDE",19.4584192919091,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,4.01574803149606,0.232287761185964,0.0879549527333772,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919
"G09","70","G090239_new","Grayback Creek","GB09_070_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",24.0354875644242,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,4.17322834645669,0.247033264668595,0.0949886436862962,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918
"G09","71","G090242_001_new","Grayback Creek","GB09_071_03_001_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",62.612415412032,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,0.984251968503937,0.024488944517889,0.00528372217016155,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1918
"G09","74","G090251_new","Grayback Creek","GB09_074_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",66.4335318580451,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,6.41732283464567,0.491774743404415,0.224613142942436,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918
"G09","75","G090257_004_new","Grayback Creek","GB09_075_03_004_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",43.4059659422751,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,2.95275590551181,0.14202476352394,0.0475534995314539,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916
"G09","79","G090265_new","Grayback Creek","GB09_079_01_new","1_new",1,116,"Hardwood","G","density",0.1,NA,"NO","LIDE",49.2681546702615,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,6.8503937007874,0.545939918599844,0.255951955878098,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916
"G09","8","G090027_002_new","Grayback Creek","GB09_008_05_002_new","5_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",57.0574293089295,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,0.984251968503937,0.024488944517889,0.00528372217016155,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1919
