"rodne_nid","rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","ci_age_lower","predicted_age","ci_age_upper","pred_pith","diam_cm_1911","live_in_1911","age_in_1911","ci_1911_diam_lower","predicted_1911_diam","ci_1911_diam_upper"
154,"G06",61,"G060139_new","Grayback Creek","GB06_061_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",22.8568210030835,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365462,"Ridge Top",NA,2014,3,553,758,205,672,2.95275590551181,0.14202476352394,0.0475534995314539,69,493,484,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45627471,42.1428335,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1912,84.925,98,215,1814,NA,"Yes",97,24.5956385001941,29.7554181243245,41.366233
155,"G06",64,"G060143_new","Grayback Creek","GB06_064_01_new","1_new",1,92,"Hardwood","G","density",0.1,NA,"NO","LIDE",36.6718490215725,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365462,"Ridge Top",NA,2014,3,553,758,205,672,8.85826771653543,0.823679168340479,0.427981495783085,69,493,484,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45627471,42.1428335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1915,85,99,215,1816,NA,"Yes",95,19.986387921351,27.8268407114983,31.393853
156,"G06",65,"G060146_002_new","Grayback Creek","GB06_065_02_002_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",55.5712621086334,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365462,"Ridge Top",NA,2014,3,553,758,205,672,2.95275590551181,0.14202476352394,0.0475534995314539,69,493,484,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45627471,42.1428335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,116,174,196,1743,NA,"Yes",168,45,56.573072141,65
157,"G06",69,"G060162_new","Grayback Creek","GB06_069_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",21.862142526477,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365462,"Ridge Top",NA,2014,3,553,758,205,672,0.984251968503937,0.024488944517889,0.00528372217016155,69,493,484,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45627471,42.1428335,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1915,84.925,98,215,1817,NA,"Yes",94,21.4586833795809,29.420913783814,32
158,"G06",73,"G060172_new","Grayback Creek","GB06_073_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",33.4781367741238,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365462,"Ridge Top",NA,2014,3,553,758,205,672,4.40944881889764,0.269783192536893,0.10604641744401,69,493,484,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45627471,42.1428335,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1912,85,101,215,1811,NA,"Yes",100,19.986387921351,30.0762474587131,41.366233
159,"G07",3,"G070013_new","Grayback Creek","GB07_003_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",42.6726846697278,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,3.93700787401575,0.225043282266502,0.0845395547225848,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1991,2000,1991,2000,1914,80,153,186,1761,NA,"Yes",150,12.2828334956825,23.6170677856945,55.871513
160,"G07",4,"G070015_new","Grayback Creek","GB07_004_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",36.3773682985391,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,5.47244094488189,0.38114456725137,0.163338873679506,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1991,2000,1991,2000,1914,80,98,186,1816,NA,"Yes",95,19.986387921351,27.828173500058,31.393853
161,"G07",11,"G070032_new","Grayback Creek","GB07_011_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",31.2028184712183,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,4.92125984251969,0.321604468383684,0.132093054254039,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1928,80,97,186,1831,NA,"Yes",80,16.6726262515128,30.3992798310947,32
162,"G07",15,"G070042_new","Grayback Creek","GB07_015_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",36.6613223374236,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,0.984251968503937,0.024488944517889,0.00528372217016155,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,80,98,186,1829,NA,"Yes",82,19.986387921351,29.7743844619016,32
163,"G07",16,"G070044_new","Grayback Creek","GB07_016_01_new","1_new",1,56,"Hardwood","G","density",0.1,NA,"NO","CHCH",10.8540040571323,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,7,558,772,214,714,6.45669291338583,0.496610857382383,0.227377586381864,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Western redcedar","Ridgetop","Small",0.0363667850030306,0.0767777777777778,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1924,71,81,90,1843,NA,"Yes",68,12.6218392188629,14.6586112074119,16.6726262515128
164,"G07",21,"G070055_new","Grayback Creek","GB07_021_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",11.9737030738021,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,5.19685039370079,0.350900787877182,0.147301720148632,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1926,71,81,90,1845,NA,"Yes",66,12.6218392188629,14.6586112074119,16.6726262515128
165,"G07",26,"G070077_new","Grayback Creek","GB07_026_01_new","1_new",1,113,"Hardwood","G","density",0.1,NA,"NO","LIDE",35.9714857619627,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,11.5748031496063,1.26363539464746,0.730726095200134,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,80,98,186,1819,NA,"Yes",92,19.986387921351,28.1749642251335,31.393853
166,"G07",31,"G070091_001_new","Grayback Creek","GB07_031_02_001_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",43.8513395995836,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,2.95275590551181,0.14202476352394,0.0475534995314539,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,-37.5594948281219,-18.779747414061,-7.7942994038202,-24.3171420470254,-12.1585710235127,-5.04626291240292,1995,2002,1995,2002,1921,80,157,186,1764,NA,"Yes",147,12.2828334956825,23.6612426022368,55.871513
167,"G07",36,"G070099_new","Grayback Creek","GB07_036_01_new","1_new",1,70,"Hardwood","G","density",0.1,NA,"NO","LIDE",26.6249449711734,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,6.45669291338583,0.496610857382383,0.227377586381864,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,71,89,90,1832,NA,"Yes",79,16.6726262515128,28.0335359433752,32
168,"G07",46,"G070118_new","Grayback Creek","GB07_046_01_new","1_new",1,80,"Hardwood","G","density",0.1,NA,"NO","LIDE",32.0153465951173,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,5.59055118110236,0.39439137109016,0.17046555814262,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,80,97,186,1823,NA,"Yes",88,23.1844917698597,30.5474838897033,32
169,"G07",47,"G070122_new","Grayback Creek","GB07_047_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",56.3935852183115,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,7.28346456692913,0.602200093840932,0.289336626038046,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1924,101,125,186,1799,NA,"Yes",112,17.6677397165605,34.3034305573808,46.5300804786584
170,"G07",48,"G070126_new","Grayback Creek","GB07_048_04_new","4_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",88.8408750678982,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,5.51181102362205,0.385541302725637,0.165697527256266,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-74.647978679063,-37.3239893395315,-15.4908551985894,-38.1467362321087,-19.0733681160544,-7.91616300571204,1977,1995,1977,1995,1914,101,120,319,1794,NA,"Yes",117,52.2828504707777,61.6646318666818,83.068913
171,"G07",56,"G070138_new","Grayback Creek","GB07_056_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",38.7473834072645,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,4.37007874015748,0.26593948259393,0.104161185373697,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1991,2000,1991,2000,1919,80,152,186,1767,NA,"Yes",144,12.2828334956825,22.1743878375222,55.871513
172,"G07",57,"G070140_new","Grayback Creek","GB07_057_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",19.3487804643471,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,6.69291338582677,0.525998284346066,0.24431931314827,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1991,2000,1991,2000,1914,71,86,90,1828,NA,"Yes",83,16.6726262515128,30.3422934927301,32
173,"G07",58,"G070142_011_new","Grayback Creek","GB07_058_02_011_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",69.4043634329161,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,0.984251968503937,0.024488944517889,0.00528372217016155,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1926,101,113,195.025,1813,NA,"Yes",98,41.8311322878367,48.7934587126191,55.3562129313
174,"G07",66,"G070160_new","Grayback Creek","GB07_066_01_new","1_new",1,88,"Hardwood","G","density",0.1,NA,"NO","LIDE",12.4245622190511,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,3,558,772,214,714,13.3858267716535,1.59452862707876,0.97727725259308,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,71,81,90,1835,NA,"Yes",76,12.6218392188629,15.2905769804617,32
175,"G07",67,"G070165_new","Grayback Creek","GB07_067_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",37.7827685327457,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,4.48818897637795,0.27753247938981,0.109867605317471,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1991,2000,1991,2000,1914,80,98,186,1816,NA,"Yes",95,19.986387921351,27.756205016811,31.393853
176,"G07",69,"G070168_new","Grayback Creek","GB07_069_01_new","1_new",1,152,"Hardwood","G","density",0.1,NA,"NO","ARME",60.7136042404851,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1382572.375,"Ridge Top",NA,2014,6,558,772,214,714,9.88188976377953,0.981169428226074,0.532607648707756,109,314,285,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.455999,42.14360666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1923,101,116,186,1807,NA,"Yes",104,32.6663942798774,38.2703743249216,50.8738757063268
177,"G08",8,"G080018_new","Grayback Creek","GB08_008_01_new","1_new",1,88,"Hardwood","G","density",0.1,NA,"NO","LIDE",31.5869486652424,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365764.25,"Mid Slope",NA,2014,3,562,766,204,740,5.47244094488189,0.38114456725137,0.163338873679506,158,402,338,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.4507647,42.14583106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,80,103,186,1814,NA,"Yes",97,24.5956385001941,30.444136802709,41.366233
178,"G08",19,"G080036_new","Grayback Creek","GB08_019_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",29.3223700651187,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365764.25,"Mid Slope",NA,2014,3,562,766,204,740,0.984251968503937,0.024488944517889,0.00528372217016155,158,402,338,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.4507647,42.14583106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,80,103,186,1814,NA,"Yes",97,24.5956385001941,30.4810944644862,41.366233
179,"G08",62,"G080091_new","Grayback Creek","GB08_062_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",21.6377081166394,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365764.25,"Mid Slope",NA,2014,3,562,766,204,740,2.95275590551181,0.14202476352394,0.0475534995314539,158,402,338,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.4507647,42.14583106,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1914,80,98,104,1816,NA,"Yes",95,21.4586833795809,29.420913783814,32
180,"G08",64,"G080097_new","Grayback Creek","GB08_064_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",46.9002098446995,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1365764.25,"Mid Slope",NA,2014,3,562,766,204,740,9.25196850393701,0.883028321601197,0.466869690955474,158,402,338,"Tan oak - Douglas-fir - Dry,Warm,Mid Slope",-123.4507647,42.14583106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,100,112,186,1804,NA,"Yes",107,17.6677397165605,35.2121289530612,41.366233
181,"G09",1,"G090008_new","Grayback Creek","GB09_001_02_new","2_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",20.281684172268,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,5.74803149606299,0.412316412659158,0.180204514846662,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,88,93,112,1825,NA,"Yes",86,21.4586833795809,30.3382406438121,32
182,"G09",2,"G090009_new","Grayback Creek","GB09_002_01_new","1_new",1,78,"Hardwood","G","density",0.1,NA,"NO","LIDE",31.2268454757678,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,6.33858267716535,0.482155866244433,0.219134979796412,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,88,93,112,1825,NA,"Yes",86,21.4586833795809,30.4852156419292,32
183,"G09",8,"G090027_002_new","Grayback Creek","GB09_008_05_002_new","5_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","LIDE",57.0574293089295,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,0.984251968503937,0.024488944517889,0.00528372217016155,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,"Misc hardwoods","Ridgetop","Small",0.0716364450414148,0.226333333333333,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,1919,88,135,158,1784,NA,"Yes",127,43.7231232853585,47.3021697796876,70
184,"G09",11,"G090040_new","Grayback Creek","GB09_011_01_new","1_new",1,92,"Hardwood","G","density",0.1,NA,"NO","LIDE",34.6899315102712,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,8.97637795275591,0.841321153511681,0.439470421269885,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1916,88,105,158,1811,NA,"Yes",100,19.986387921351,32.9104779291803,41.366233
185,"G09",12,"G090045_001_new","Grayback Creek","GB09_012_01_001_new","1_new",1,110,"Hardwood","G","density",0.1,NA,"NO","LIDE",37.0775713431997,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,9.36546751968504,0.900424159699855,0.478394649045704,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,88,133,158,1787,NA,"Yes",124,17.6677397165605,36.2753431231899,50
186,"G09",21,"G090077_new","Grayback Creek","GB09_021_01_new","1_new",1,30,"Hardwood","G","density",0.1,NA,"NO","LIDE",14.4877258263928,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,3,582,823,241,667,4.01574803149606,0.232287761185964,0.0879549527333772,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919,88,96,112,1823,NA,"Yes",88,21.4586833795809,30.275959879031,32
187,"G09",23,"G090089_new","Grayback Creek","GB09_023_03_new","3_new",1,NA,"Hardwood","G","density",0.1,NA,"NO","ARME",69.9819108299041,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"LIDE3-PSME-QUCH2/RHDI6","Tan oak - Douglas-fir - Dry","Mediterranean California Mixed-Evergreen Forest -- Interior","Warm",1158818.375,"Ridge Top",NA,2014,6,582,823,241,667,2.95275590551181,0.14202476352394,0.0475534995314539,85,238,212,"Tan oak - Douglas-fir - Dry,Warm,Ridge Top",-123.45892443,42.1436159,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2010,2010,2010,2010,1915,96,105,187,1810,NA,"Yes",101,41.8311322878367,48.9144872261552,55.3562129313
