"rodne_nid","rodne_uid","rodne_pid","site_name","uid","trid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","ci_age_lower","predicted_age","ci_age_upper","pred_pith"
12389,"C060002","C06","Trail Creek","TL06_004_01",4,1,0,NA,"Conifer","C","density",0.1,"C0602","YES","CADE",22,4,"LIVE",1,1955,2011,1953,0.6,62,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",59,2012,7,549,746,197,654,8.66141732283465,0.794588623424356,0.40917144485731,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,59,70,130,1942
12390,"C060003","C06","Trail Creek","TL06_010_01",10,1,1,160,"Hardwood","C","density",0.1,"C0603","YES","ARME",53.3,3,"LIVE",1,NA,NA,NA,NA,178,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,6,549,746,197,654,20.9842519685039,3.27362996883386,2.40167575615844,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,161,166,184,1846
12391,"C060004","C06","Trail Creek","TL06_013_01",13,1,0,NA,"Conifer","C","density",0.1,"C0604","YES","PSME",31.2,3,"LIVE",1,1909,2011,1904,1.8,105,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",108,2012,4,549,746,197,654,12.2834645669291,1.38967550919239,0.822941841491529,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,48,92,108,1920
12392,"C060005","C06","Trail Creek","TL06_017_01",17,1,0,NA,"Conifer","C","density",0.1,"C0605","YES","PILA",29.3,3,"LIVE",1,NA,NA,NA,NA,145,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,2,549,746,197,654,11.5354330708661,1.25676548778866,0.725763623337918,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,63,94,130,1918
12393,"C060006","C06","Trail Creek","TL06_018_01",18,1,0,NA,"Conifer","C","density",0.1,"C0606","YES","PILA",90.1,1,"LIVE",1,1870,2011,NA,NA,144,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,2,549,746,197,654,35.4724409448819,7.58273221278874,6.8629295063349,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,130,217,230,1795
12394,"C060007","C06","Trail Creek","TL06_025_01",25,1,0,NA,"Conifer","C","density",0.1,"C0607","YES","CADE",48,3,"LIVE",1,1853,2011,1851,0.2,157,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",161,2012,7,549,746,197,654,18.8976377952756,2.76854784489,1.94779134080835,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,161,165,184,1847
12395,"C060008","C06","Trail Creek","TL06_003_01",3,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",15.5,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,6.10236220472441,0.45372924288435,0.20310628022101,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,59,73,114,1939
12396,"C060009","C06","Trail Creek","TL06_005_01",5,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",13.7,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,5.39370078740157,0.372407964855183,0.158672290258819,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,"Douglas-fir (east OR)","Other","Small",0.031562153163152,0.0841111111111111,-106.747012213497,-53.3735061067486,-22.152006502289,-51.8535799269957,-25.9267899634979,-10.760590070778,1959,1986,1959,1986,1986,44,79,114,1907
12397,"C060010","C06","Trail Creek","TL06_006_01",6,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",16.4,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,6.45669291338583,0.496610857382383,0.227377586381864,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,59,72,114,1940
12398,"C060011","C06","Trail Creek","TL06_007_01",7,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",63.8,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,25.1181102362205,4.36494865406687,3.44113185124998,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,144,158,185,1854
12399,"C060012","C06","Trail Creek","TL06_008_01",8,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",25.5,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,10.0393700787402,1.00630664871316,0.549718454583607,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,59,77,130,1935
12400,"C060013","C06","Trail Creek","TL06_009_01",9,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",64.4,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,25.3543307086614,4.43081320325721,3.50615967674259,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,144,157,185,1855
12401,"C060014","C06","Trail Creek","TL06_010_02",10,2,1,NA,"Hardwood","C","density",0.1,NA,"NO","ARME",56.1,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,6,549,746,197,654,22.0866141732283,3.5530934613585,2.66063732018466,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,149,166,182,1846
12402,"C060015","C06","Trail Creek","TL06_010_03",10,3,1,NA,"Hardwood","C","density",0.1,NA,"NO","ARME",45,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,6,549,746,197,654,17.7165354330709,2.49692832188634,1.71192598313234,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,"Pacific madrone","Other","Medium",0.0497322111706197,0.0831666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2012,2012,2012,155,164,184,1848
12403,"C060016","C06","Trail Creek","TL06_011_01",11,1,0,NA,"Hardwood","C","density",0.1,NA,"NO","QUKE",25,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,3,549,746,197,654,9.84251968503937,0.974922441185839,0.528372217016155,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,"Misc hardwoods","Other","Medium",0.0716364450414148,0.0655,-77.6334105981085,-38.8167052990543,-16.1103882975633,-83.0743901043265,-41.5371950521632,-17.2394935615074,1973,1970,1973,1970,1970,59,77,130,1893
12404,"C060017","C06","Trail Creek","TL06_012_01",12,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",57.8,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,22.755905511811,3.72692449975415,2.824331259994,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,149,162,182,1850
12405,"C060018","C06","Trail Creek","TL06_014_01",14,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",33.1,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,13.0314960629921,1.52753385177617,0.926223815496111,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,48,92,108,1920
12406,"C060019","C06","Trail Creek","TL06_015_01",15,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",24,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,9.44881889763779,0.9132801956714,0.486947835202088,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,59,73,130,1939
12407,"C060020","C06","Trail Creek","TL06_016_01",16,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",33.8,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,13.3070866141732,1.57954780315863,0.965813688972697,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,63,94,157,1918
12408,"C060021","C06","Trail Creek","TL06_019_01",19,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",31.1,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,12.244094488189,1.38255582349463,0.817675027232312,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,48,92,108,1920
12409,"C060022","C06","Trail Creek","TL06_020_01",20,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",43.4,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,17.0866141732283,2.3564032911051,1.59235323693272,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,155,160,184,1852
12410,"C060023","C06","Trail Creek","TL06_021_01",21,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",20.5,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,8.07086614173228,0.709695793509139,0.355277478721663,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,59,72,147,1940
12411,"C060024","C06","Trail Creek","TL06_022_01",22,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",56.1,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,22.0866141732283,3.5530934613585,2.66063732018466,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,149,166,182,1846
12412,"C060025","C06","Trail Creek","TL06_023_01",23,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",45.3,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,17.8346456692913,2.52361544455163,1.73482774850669,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,155,162,184,1850
12413,"C060026","C06","Trail Creek","TL06_024_01",24,1,0,92,"Hardwood","C","density",0.1,NA,"NO","ARME",56.3,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,6,549,746,197,654,22.1653543307087,3.57338232699684,2.6796418120863,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,149,165,182,1847
12414,"C060027","C06","Trail Creek","TL06_026_01",26,1,0,NA,"Hardwood","C","density",0.1,NA,"NO","ARME",57.6,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,6,549,746,197,654,22.6771653543307,3.70631243645767,2.80481953076403,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,149,164,182,1848
12415,"C060028","C06","Trail Creek","TL06_027_01",27,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",17,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,6.69291338582677,0.525998284346066,0.24431931314827,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,"Douglas-fir (east OR)","Other","Small",0.031562153163152,0.0841111111111111,-106.747012213497,-53.3735061067486,-22.152006502289,-51.8535799269957,-25.9267899634979,-10.760590070778,1959,1986,1959,1986,1986,59,68,147,1918
12416,"C060029","C06","Trail Creek","TL06_029_01",29,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",42.2,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,16.6141732283465,2.25302481417815,1.50551420632168,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,"Douglas-fir (east OR)","Other","Medium",0.031562153163152,0.0351666666666667,NA,NA,NA,NA,NA,NA,NA,NA,2012,2012,2012,155,160,184,1852
12417,"C060030","C06","Trail Creek","TL06_030_01",30,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",58.1,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,22.8740157480315,3.75792289693588,2.85372566317104,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,149,162,182,1850
12418,"C060031","C06","Trail Creek","TL06_031_01",31,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",30,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,11.8110236220472,1.30514889783034,0.760855992503263,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,48,92,108,1920
12419,"C060032","C06","Trail Creek","TL06_032_01",32,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",4,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,1.5748031496063,0.0519471875441494,0.0135263287556136,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,44,67,114.125,1945
12420,"C060033","C06","Trail Creek","TL06_033_01",33,1,0,NA,"Conifer","C","density",0.1,NA,"NO","CADE",20.1,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,7,549,746,197,654,7.91338582677165,0.687669472520084,0.341548255034715,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,59,72,147,1940
12421,"C060034","C06","Trail Creek","TL06_034_01",34,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",39.4,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,15.511811023622,2.01864526927676,1.31235823169152,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,66,142,161,1870
12422,"C060035","C06","Trail Creek","TL06_035_01",35,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",46.5,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,18.3070866141732,2.63142367681353,1.82795652198909,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,161,165,184,1847
12423,"C060036","C06","Trail Creek","TL06_036_01",36,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",12.1,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,4.76377952755905,0.305297076756247,0.123774362069336,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,44,67,130,1945
12424,"C060037","C06","Trail Creek","TL06_037_01",37,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",12.2,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,4.80314960629921,0.309344060954229,0.125828673249095,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,44,67,130,1945
12425,"C060038","C06","Trail Creek","TL06_038_01",38,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",77,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,30.3149606299213,5.89727273965768,5.01235019950205,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,144,155,185,1857
12426,"C060039","C06","Trail Creek","TL06_039_01",39,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",57.9,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,22.7952755905512,3.73724659925222,2.8341124864754,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,149,162,182,1850
12427,"C060040","C06","Trail Creek","TL06_040_01",40,1,0,NA,"Hardwood","C","density",0.1,NA,"NO","QUKE",17,0,"DOWN DEAD",8,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,3,549,746,197,654,6.69291338582677,0.525998284346066,0.24431931314827,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,"Misc hardwoods","Other","Small",0.0716364450414148,0.133833333333333,-77.6334105981085,-38.8167052990543,-16.1103882975633,-50.6335503523278,-25.3167751761639,-10.5074110589198,1973,1987,1973,1987,1987,59,73,147,1914
12428,"C060041","C06","Trail Creek","TL06_041_01",41,1,0,NA,"Hardwood","C","density",0.1,NA,"NO","QUKE",20,0,"BROKEN BUTT SNAG",7,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,3,549,746,197,654,7.8740157480315,0.682203662226427,0.338158218890339,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,"Misc hardwoods","Other","Medium",0.0716364450414148,0.0655,-57.5964527131152,-28.7982263565576,-11.9523438506918,-61.2237723839272,-30.6118861919636,-12.7050806933211,1983,1981,1983,1981,1981,59,72,147,1909
12429,"C060042","C06","Trail Creek","TL06_042_01",42,1,0,NA,"Hardwood","C","density",0.1,NA,"NO","QUKE",29.5,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,3,549,746,197,654,11.6141732283465,1.27051933605939,0.735705474973294,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,48,92,108,1920
12430,"C060043","C06","Trail Creek","TL06_043_01",43,1,0,NA,"Conifer","C","density",0.1,NA,"NO","PSME",12,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1113031.625,"Mid Slope",NA,2012,4,549,746,197,654,4.7244094488189,0.301270110735157,0.121736958800522,158,364,265,"Douglas-fir - Dry,Cool,Mid Slope",-122.84951209,42.70085756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,44,67,130,1945
